fwer,sensitivity,sm_sigma,snr,n_subj,method
0.025,0.6469540229885058,1.0,2.5,20,clusterwise_perm
0.035,0.6567432950191571,1.0,2.75,20,clusterwise_perm
0.055,0.6623946360153258,1.0,3.0,20,clusterwise_perm
0.02,0.0,1.0,0.0,30,clusterwise_perm
0.07,0.015670498084291187,1.0,0.1,30,clusterwise_perm
0.05,0.3291379310344828,1.0,0.25,30,clusterwise_perm
0.03,0.48429118773946356,1.0,0.5,30,clusterwise_perm
0.035,0.5399233716475096,1.0,0.75,30,clusterwise_perm
0.06,0.5710919540229885,1.0,1.0,30,clusterwise_perm
0.06,0.5928544061302682,1.0,1.25,30,clusterwise_perm
0.065,0.6172222222222223,1.0,1.5,30,clusterwise_perm
0.05,0.6333908045977011,1.0,1.75,30,clusterwise_perm
0.03,0.6487547892720307,1.0,2.0,30,clusterwise_perm
0.055,0.6612068965517242,1.0,2.25,30,clusterwise_perm
0.035,0.6677777777777777,1.0,2.5,30,clusterwise_perm
0.045,0.674310344827586,1.0,2.75,30,clusterwise_perm
0.045,0.6823754789272032,1.0,3.0,30,clusterwise_perm
0.06,9.578544061302681e-05,1.0,0.0,45,clusterwise_perm
0.025,0.04440613026819923,1.0,0.1,45,clusterwise_perm
0.015,0.40348659003831416,1.0,0.25,45,clusterwise_perm
0.03,0.5187164750957856,1.0,0.5,45,clusterwise_perm
0.04,0.5653256704980844,1.0,0.75,45,clusterwise_perm
0.05,0.5961877394636016,1.0,1.0,45,clusterwise_perm
0.04,0.6229310344827588,1.0,1.25,45,clusterwise_perm
0.025,0.6430459770114942,1.0,1.5,45,clusterwise_perm
0.04,0.6591954022988505,1.0,1.75,45,clusterwise_perm
0.025,0.6694444444444444,1.0,2.0,45,clusterwise_perm
0.055,0.6761877394636016,1.0,2.25,45,clusterwise_perm
0.05,0.6853065134099617,1.0,2.5,45,clusterwise_perm
0.025,0.6922413793103448,1.0,2.75,45,clusterwise_perm
0.055,0.6995977011494253,1.0,3.0,45,clusterwise_perm
0.05,0.0,1.0,0.0,60,clusterwise_perm
0.035,0.0842911877394636,1.0,0.1,60,clusterwise_perm
0.025,0.4322222222222223,1.0,0.25,60,clusterwise_perm
0.035,0.5394061302681993,1.0,0.5,60,clusterwise_perm
0.06,0.5803256704980844,1.0,0.75,60,clusterwise_perm
0.04,0.6137739463601533,1.0,1.0,60,clusterwise_perm
0.045,0.6409770114942529,1.0,1.25,60,clusterwise_perm
0.045,0.6590613026819924,1.0,1.5,60,clusterwise_perm
0.05,0.670823754789272,1.0,1.75,60,clusterwise_perm
0.05,0.6797126436781611,1.0,2.0,60,clusterwise_perm
0.055,0.68772030651341,1.0,2.25,60,clusterwise_perm
0.025,0.6964367816091955,1.0,2.5,60,clusterwise_perm
0.06,0.7052298850574714,1.0,2.75,60,clusterwise_perm
0.07,0.7131226053639846,1.0,3.0,60,clusterwise_perm
