fwer,sensitivity,sm_sigma,snr,n_subj,method
0.0,0.0,2.75,0.0,2,clusterwise_perm
0.0,0.0,2.75,0.1,2,clusterwise_perm
0.0,0.0,2.75,0.25,2,clusterwise_perm
0.0,0.0,2.75,0.5,2,clusterwise_perm
0.0,0.0,2.75,0.75,2,clusterwise_perm
0.0,0.0,2.75,1.0,2,clusterwise_perm
0.0,0.0,2.75,1.25,2,clusterwise_perm
0.0,0.0,2.75,1.5,2,clusterwise_perm
0.0,0.0,2.75,1.75,2,clusterwise_perm
0.0,0.0,2.75,2.0,2,clusterwise_perm
0.0,0.0,2.75,2.25,2,clusterwise_perm
0.0,0.0,2.75,2.5,2,clusterwise_perm
0.0,0.0,2.75,2.75,2,clusterwise_perm
0.0,0.0,2.75,3.0,2,clusterwise_perm
0.045,3.22061191626409e-05,2.75,0.0,5,clusterwise_perm
0.035,0.0006360708534621577,2.75,0.1,5,clusterwise_perm
0.03,0.010048309178743962,2.75,0.25,5,clusterwise_perm
0.02,0.04427536231884058,2.75,0.5,5,clusterwise_perm
0.02,0.08574074074074074,2.75,0.75,5,clusterwise_perm
0.03,0.09297101449275363,2.75,1.0,5,clusterwise_perm
0.02,0.10909822866344605,2.75,1.25,5,clusterwise_perm
0.035,0.1069001610305958,2.75,1.5,5,clusterwise_perm
0.04,0.1407890499194847,2.75,1.75,5,clusterwise_perm
0.02,0.15911433172302739,2.75,2.0,5,clusterwise_perm
0.015,0.14701288244766506,2.75,2.25,5,clusterwise_perm
0.005,0.14824476650563606,2.75,2.5,5,clusterwise_perm
0.015,0.15527375201288246,2.75,2.75,5,clusterwise_perm
0.04,0.153768115942029,2.75,3.0,5,clusterwise_perm
0.045,0.0,2.75,0.0,7,clusterwise_perm
0.035,0.002359098228663446,2.75,0.1,7,clusterwise_perm
0.045,0.0637037037037037,2.75,0.25,7,clusterwise_perm
0.03,0.19504025764895327,2.75,0.5,7,clusterwise_perm
0.04,0.26050724637681155,2.75,0.75,7,clusterwise_perm
0.055,0.30497584541062805,2.75,1.0,7,clusterwise_perm
0.07,0.33456521739130435,2.75,1.25,7,clusterwise_perm
0.05,0.36664251207729465,2.75,1.5,7,clusterwise_perm
0.06,0.390450885668277,2.75,1.75,7,clusterwise_perm
0.035,0.4166505636070854,2.75,2.0,7,clusterwise_perm
0.04,0.42311594202898556,2.75,2.25,7,clusterwise_perm
0.04,0.4392995169082126,2.75,2.5,7,clusterwise_perm
0.045,0.4490821256038648,2.75,2.75,7,clusterwise_perm
0.04,0.4662479871175524,2.75,3.0,7,clusterwise_perm
0.02,0.00010466988727858293,2.75,0.0,10,clusterwise_perm
0.02,0.008840579710144927,2.75,0.1,10,clusterwise_perm
0.03,0.13304347826086957,2.75,0.25,10,clusterwise_perm
0.075,0.26282608695652177,2.75,0.5,10,clusterwise_perm
0.04,0.32859098228663447,2.75,0.75,10,clusterwise_perm
0.045,0.37243961352656996,2.75,1.0,10,clusterwise_perm
0.06,0.4087761674718196,2.75,1.25,10,clusterwise_perm
0.05,0.4302979066022544,2.75,1.5,10,clusterwise_perm
0.055,0.45680354267310797,2.75,1.75,10,clusterwise_perm
0.06,0.47551529790660235,2.75,2.0,10,clusterwise_perm
0.045,0.491280193236715,2.75,2.25,10,clusterwise_perm
0.045,0.5088244766505636,2.75,2.5,10,clusterwise_perm
0.06,0.51743961352657,2.75,2.75,10,clusterwise_perm
0.055,0.5348711755233494,2.75,3.0,10,clusterwise_perm
0.025,0.00021739130434782607,2.75,0.0,15,clusterwise_perm
0.055,0.02736714975845411,2.75,0.1,15,clusterwise_perm
0.04,0.19388083735909822,2.75,0.25,15,clusterwise_perm
0.03,0.3150644122383253,2.75,0.5,15,clusterwise_perm
0.07,0.3795410628019324,2.75,0.75,15,clusterwise_perm
0.055,0.4194122383252818,2.75,1.0,15,clusterwise_perm
0.065,0.45380837359098236,2.75,1.25,15,clusterwise_perm
0.07,0.478792270531401,2.75,1.5,15,clusterwise_perm
0.055,0.5026247987117552,2.75,1.75,15,clusterwise_perm
0.045,0.5196215780998389,2.75,2.0,15,clusterwise_perm
0.07,0.5362157809983895,2.75,2.25,15,clusterwise_perm
0.035,0.5513043478260868,2.75,2.5,15,clusterwise_perm
0.05,0.5643961352657004,2.75,2.75,15,clusterwise_perm
0.105,0.5771417069243155,2.75,3.0,15,clusterwise_perm
0.045,0.00026570048309178745,2.75,0.0,20,clusterwise_perm
0.06,0.052560386473429956,2.75,0.1,20,clusterwise_perm
0.055,0.2335024154589372,2.75,0.25,20,clusterwise_perm
0.1,0.34491948470209344,2.75,0.5,20,clusterwise_perm
0.07,0.40611111111111114,2.75,0.75,20,clusterwise_perm
0.07,0.4502415458937199,2.75,1.0,20,clusterwise_perm
0.06,0.48318035426731076,2.75,1.25,20,clusterwise_perm
0.08,0.5053623188405797,2.75,1.5,20,clusterwise_perm
0.055,0.5281964573268921,2.75,1.75,20,clusterwise_perm
0.085,0.5473913043478259,2.75,2.0,20,clusterwise_perm
0.1,0.5630273752012882,2.75,2.25,20,clusterwise_perm
0.045,0.5781803542673107,2.75,2.5,20,clusterwise_perm
0.07,0.589927536231884,2.75,2.75,20,clusterwise_perm
0.085,0.5993236714975845,2.75,3.0,20,clusterwise_perm
0.035,0.0,2.75,0.0,30,clusterwise_perm
0.06,0.10657004830917874,2.75,0.1,30,clusterwise_perm
0.05,0.27345410628019323,2.75,0.25,30,clusterwise_perm
0.05,0.3850966183574879,2.75,0.5,30,clusterwise_perm
0.045,0.442608695652174,2.75,0.75,30,clusterwise_perm
0.08,0.48528180354267314,2.75,1.0,30,clusterwise_perm
0.075,0.5135668276972625,2.75,1.25,30,clusterwise_perm
0.085,0.5405877616747181,2.75,1.5,30,clusterwise_perm
0.045,0.5621980676328502,2.75,1.75,30,clusterwise_perm
0.1,0.5808373590982286,2.75,2.0,30,clusterwise_perm
0.08,0.5973913043478261,2.75,2.25,30,clusterwise_perm
0.05,0.6093317230273753,2.75,2.5,30,clusterwise_perm
0.095,0.6199838969404188,2.75,2.75,30,clusterwise_perm
0.08,0.6356682769726248,2.75,3.0,30,clusterwise_perm
0.045,0.0003140096618357488,2.75,0.0,45,clusterwise_perm
0.055,0.14638486312399354,2.75,0.1,45,clusterwise_perm
0.07,0.3106843800322061,2.75,0.25,45,clusterwise_perm
0.035,0.417842190016103,2.75,0.5,45,clusterwise_perm
0.06,0.4773349436392915,2.75,0.75,45,clusterwise_perm
0.055,0.5163365539452497,2.75,1.0,45,clusterwise_perm
0.09,0.5518357487922704,2.75,1.25,45,clusterwise_perm
0.07,0.5735829307568437,2.75,1.5,45,clusterwise_perm
0.06,0.5956441223832528,2.75,1.75,45,clusterwise_perm
0.06,0.6102093397745572,2.75,2.0,45,clusterwise_perm
0.105,0.6283574879227054,2.75,2.25,45,clusterwise_perm
0.11,0.6386714975845412,2.75,2.5,45,clusterwise_perm
0.07,0.6523429951690822,2.75,2.75,45,clusterwise_perm
0.09,0.665475040257649,2.75,3.0,45,clusterwise_perm
0.08,0.0004911433172302737,2.75,0.0,60,clusterwise_perm
0.04,0.179170692431562,2.75,0.1,60,clusterwise_perm
0.065,0.3379468599033817,2.75,0.25,60,clusterwise_perm
0.04,0.43954911433172306,2.75,0.5,60,clusterwise_perm
0.085,0.4988727858293076,2.75,0.75,60,clusterwise_perm
0.095,0.5420611916264089,2.75,1.0,60,clusterwise_perm
0.09,0.5709420289855072,2.75,1.25,60,clusterwise_perm
0.085,0.5939210950080515,2.75,1.5,60,clusterwise_perm
0.055,0.6155152979066023,2.75,1.75,60,clusterwise_perm
0.08,0.6330756843800323,2.75,2.0,60,clusterwise_perm
0.065,0.6488003220611919,2.75,2.25,60,clusterwise_perm
0.1,0.6603059581320452,2.75,2.5,60,clusterwise_perm
0.085,0.6733333333333335,2.75,2.75,60,clusterwise_perm
0.075,0.6853462157809984,2.75,3.0,60,clusterwise_perm
