fwer,sensitivity,sm_sigma,snr,n_subj,method
0.0,0.0,1.25,0.0,2,clusterwise_perm
0.0,0.0,1.25,0.1,2,clusterwise_perm
0.0,0.0,1.25,0.25,2,clusterwise_perm
0.0,0.0,1.25,0.5,2,clusterwise_perm
0.0,0.0,1.25,0.75,2,clusterwise_perm
0.0,0.0,1.25,1.0,2,clusterwise_perm
0.0,0.0,1.25,1.25,2,clusterwise_perm
0.0,0.0,1.25,1.5,2,clusterwise_perm
0.0,0.0,1.25,1.75,2,clusterwise_perm
0.0,0.0,1.25,2.0,2,clusterwise_perm
0.0,0.0,1.25,2.25,2,clusterwise_perm
0.0,0.0,1.25,2.5,2,clusterwise_perm
0.0,0.0,1.25,2.75,2,clusterwise_perm
0.0,0.0,1.25,3.0,2,clusterwise_perm
0.02,0.0,1.25,0.0,5,clusterwise_perm
0.01,0.00017064846416382253,1.25,0.1,5,clusterwise_perm
0.03,0.0016040955631399316,1.25,0.25,5,clusterwise_perm
0.015,0.024453924914675768,1.25,0.5,5,clusterwise_perm
0.01,0.0738566552901024,1.25,0.75,5,clusterwise_perm
0.035,0.10440273037542662,1.25,1.0,5,clusterwise_perm
0.04,0.1329863481228669,1.25,1.25,5,clusterwise_perm
0.01,0.13459044368600684,1.25,1.5,5,clusterwise_perm
0.015,0.17520477815699656,1.25,1.75,5,clusterwise_perm
0.02,0.20116040955631398,1.25,2.0,5,clusterwise_perm
0.015,0.18313993174061433,1.25,2.25,5,clusterwise_perm
0.025,0.182901023890785,1.25,2.5,5,clusterwise_perm
0.03,0.1906655290102389,1.25,2.75,5,clusterwise_perm
0.015,0.18820819112627987,1.25,3.0,5,clusterwise_perm
0.035,0.00023890784982935154,1.25,0.0,7,clusterwise_perm
0.04,0.0006313993174061433,1.25,0.1,7,clusterwise_perm
0.03,0.01703071672354949,1.25,0.25,7,clusterwise_perm
0.015,0.18172354948805464,1.25,0.5,7,clusterwise_perm
0.03,0.3246587030716724,1.25,0.75,7,clusterwise_perm
0.03,0.3872866894197952,1.25,1.0,7,clusterwise_perm
0.025,0.4236860068259385,1.25,1.25,7,clusterwise_perm
0.03,0.45308873720136517,1.25,1.5,7,clusterwise_perm
0.03,0.47563139931740617,1.25,1.75,7,clusterwise_perm
0.035,0.5035494880546075,1.25,2.0,7,clusterwise_perm
0.03,0.5054436860068259,1.25,2.25,7,clusterwise_perm
0.04,0.5212627986348123,1.25,2.5,7,clusterwise_perm
0.04,0.5305802047781569,1.25,2.75,7,clusterwise_perm
0.04,0.5461092150170649,1.25,3.0,7,clusterwise_perm
0.035,0.0,1.25,0.0,10,clusterwise_perm
0.03,0.0009556313993174062,1.25,0.1,10,clusterwise_perm
0.045,0.07218430034129693,1.25,0.25,10,clusterwise_perm
0.02,0.3263310580204778,1.25,0.5,10,clusterwise_perm
0.02,0.41515358361774746,1.25,0.75,10,clusterwise_perm
0.03,0.46530716723549487,1.25,1.0,10,clusterwise_perm
0.045,0.49696245733788386,1.25,1.25,10,clusterwise_perm
0.045,0.5209726962457338,1.25,1.5,10,clusterwise_perm
0.03,0.5421843003412969,1.25,1.75,10,clusterwise_perm
0.02,0.5586006825938566,1.25,2.0,10,clusterwise_perm
0.045,0.5750853242320819,1.25,2.25,10,clusterwise_perm
0.035,0.5902901023890785,1.25,2.5,10,clusterwise_perm
0.045,0.6016382252559727,1.25,2.75,10,clusterwise_perm
0.045,0.611160409556314,1.25,3.0,10,clusterwise_perm
0.05,0.00010238907849829352,1.25,0.0,15,clusterwise_perm
0.03,0.004709897610921502,1.25,0.1,15,clusterwise_perm
0.035,0.17459044368600682,1.25,0.25,15,clusterwise_perm
0.02,0.4033276450511945,1.25,0.5,15,clusterwise_perm
0.05,0.4707679180887372,1.25,0.75,15,clusterwise_perm
0.035,0.5078839590443686,1.25,1.0,15,clusterwise_perm
0.02,0.539419795221843,1.25,1.25,15,clusterwise_perm
0.095,0.5648122866894199,1.25,1.5,15,clusterwise_perm
0.07,0.5840273037542663,1.25,1.75,15,clusterwise_perm
0.06,0.6018088737201365,1.25,2.0,15,clusterwise_perm
0.065,0.6131058020477815,1.25,2.25,15,clusterwise_perm
0.035,0.6255972696245734,1.25,2.5,15,clusterwise_perm
0.05,0.632952218430034,1.25,2.75,15,clusterwise_perm
