fwer,sensitivity,sm_sigma,snr,n_subj,method
0.025,0.7092957746478874,0.75,3.0,20,clusterwise_perm
0.035,0.0,0.75,0.0,30,clusterwise_perm
0.065,0.0036150234741784038,0.75,0.1,30,clusterwise_perm
0.025,0.24354460093896713,0.75,0.25,30,clusterwise_perm
0.035,0.5352112676056338,0.75,0.5,30,clusterwise_perm
0.035,0.5864084507042253,0.75,0.75,30,clusterwise_perm
0.045,0.6289671361502347,0.75,1.0,30,clusterwise_perm
0.045,0.6583802816901408,0.75,1.25,30,clusterwise_perm
0.05,0.6784272300469483,0.75,1.5,30,clusterwise_perm
0.025,0.6898826291079813,0.75,1.75,30,clusterwise_perm
0.03,0.6998591549295774,0.75,2.0,30,clusterwise_perm
0.03,0.707112676056338,0.75,2.25,30,clusterwise_perm
0.04,0.7148591549295774,0.75,2.5,30,clusterwise_perm
0.03,0.7212206572769952,0.75,2.75,30,clusterwise_perm
0.055,0.7294835680751174,0.75,3.0,30,clusterwise_perm
0.045,7.042253521126761e-05,0.75,0.0,45,clusterwise_perm
0.045,0.015868544600938964,0.75,0.1,45,clusterwise_perm
0.015,0.3946713615023474,0.75,0.25,45,clusterwise_perm
0.01,0.562699530516432,0.75,0.5,45,clusterwise_perm
0.03,0.6213145539906104,0.75,0.75,45,clusterwise_perm
0.04,0.6603051643192488,0.75,1.0,45,clusterwise_perm
0.01,0.6826760563380282,0.75,1.25,45,clusterwise_perm
0.015,0.6957746478873239,0.75,1.5,45,clusterwise_perm
0.05,0.7077464788732394,0.75,1.75,45,clusterwise_perm
0.035,0.7153286384976525,0.75,2.0,45,clusterwise_perm
0.05,0.7227230046948356,0.75,2.25,45,clusterwise_perm
0.04,0.7316901408450704,0.75,2.5,45,clusterwise_perm
0.035,0.7440845070422535,0.75,2.75,45,clusterwise_perm
0.02,0.7530985915492957,0.75,3.0,45,clusterwise_perm
0.03,0.0,0.75,0.0,60,clusterwise_perm
0.035,0.03169014084507042,0.75,0.1,60,clusterwise_perm
0.04,0.462981220657277,0.75,0.25,60,clusterwise_perm
0.035,0.5853051643192488,0.75,0.5,60,clusterwise_perm
0.02,0.6439201877934272,0.75,0.75,60,clusterwise_perm
0.025,0.6748591549295775,0.75,1.0,60,clusterwise_perm
0.035,0.695093896713615,0.75,1.25,60,clusterwise_perm
0.04,0.7057276995305165,0.75,1.5,60,clusterwise_perm
0.035,0.7178638497652582,0.75,1.75,60,clusterwise_perm
0.04,0.7274413145539907,0.75,2.0,60,clusterwise_perm
0.04,0.7380516431924883,0.75,2.25,60,clusterwise_perm
0.045,0.7494131455399061,0.75,2.5,60,clusterwise_perm
0.045,0.7625352112676056,0.75,2.75,60,clusterwise_perm
0.04,0.7713145539906104,0.75,3.0,60,clusterwise_perm
