fwer,sensitivity,sm_sigma,snr,n_subj,method
0.025,0.13111600587371514,3.0,0.25,10,clusterwise_perm
0.07,0.25789280469897213,3.0,0.5,10,clusterwise_perm
0.045,0.32451541850220267,3.0,0.75,10,clusterwise_perm
0.055,0.3677019089574155,3.0,1.0,10,clusterwise_perm
0.07,0.40404552129221727,3.0,1.25,10,clusterwise_perm
0.065,0.4268575624082232,3.0,1.5,10,clusterwise_perm
0.025,0.45366372980910424,3.0,1.75,10,clusterwise_perm
0.055,0.4738032305433187,3.0,2.0,10,clusterwise_perm
0.055,0.4883847283406755,3.0,2.25,10,clusterwise_perm
0.065,0.507496328928047,3.0,2.5,10,clusterwise_perm
0.065,0.5161600587371512,3.0,2.75,10,clusterwise_perm
0.06,0.5350660792951542,3.0,3.0,10,clusterwise_perm
0.025,0.00013950073421439062,3.0,0.0,15,clusterwise_perm
0.05,0.028377386196769456,3.0,0.1,15,clusterwise_perm
0.035,0.1902129221732746,3.0,0.25,15,clusterwise_perm
0.045,0.31072687224669604,3.0,0.5,15,clusterwise_perm
0.075,0.3759544787077827,3.0,0.75,15,clusterwise_perm
0.055,0.41593245227606457,3.0,1.0,15,clusterwise_perm
0.075,0.4515271659324523,3.0,1.25,15,clusterwise_perm
0.07,0.47590308370044054,3.0,1.5,15,clusterwise_perm
0.05,0.5010205580029369,3.0,1.75,15,clusterwise_perm
0.06,0.51931718061674,3.0,2.0,15,clusterwise_perm
0.065,0.5355800293685756,3.0,2.25,15,clusterwise_perm
0.055,0.5506167400881057,3.0,2.5,15,clusterwise_perm
0.065,0.5625330396475772,3.0,2.75,15,clusterwise_perm
0.105,0.5765198237885463,3.0,3.0,15,clusterwise_perm
0.045,0.00030837004405286344,3.0,0.0,20,clusterwise_perm
0.05,0.05411160058737151,3.0,0.1,20,clusterwise_perm
0.06,0.22900881057268718,3.0,0.25,20,clusterwise_perm
0.095,0.3401101321585904,3.0,0.5,20,clusterwise_perm
0.075,0.4022907488986784,3.0,0.75,20,clusterwise_perm
0.07,0.4475697503671071,3.0,1.0,20,clusterwise_perm
0.06,0.48025697503671066,3.0,1.25,20,clusterwise_perm
0.1,0.5033920704845815,3.0,1.5,20,clusterwise_perm
0.055,0.5271365638766521,3.0,1.75,20,clusterwise_perm
0.09,0.546468428781204,3.0,2.0,20,clusterwise_perm
0.095,0.5616960352422907,3.0,2.25,20,clusterwise_perm
0.055,0.5781497797356829,3.0,2.5,20,clusterwise_perm
0.065,0.5891703377386197,3.0,2.75,20,clusterwise_perm
0.09,0.6001468428781205,3.0,3.0,20,clusterwise_perm
0.03,0.0,3.0,0.0,30,clusterwise_perm
0.065,0.10656387665198239,3.0,0.1,30,clusterwise_perm
0.055,0.26833333333333337,3.0,0.25,30,clusterwise_perm
0.035,0.3813582966226139,3.0,0.5,30,clusterwise_perm
0.045,0.44003671071953016,3.0,0.75,30,clusterwise_perm
0.06,0.4821953010279001,3.0,1.0,30,clusterwise_perm
0.065,0.5118355359765052,3.0,1.25,30,clusterwise_perm
0.08,0.5395594713656388,3.0,1.5,30,clusterwise_perm
0.045,0.5615712187958884,3.0,1.75,30,clusterwise_perm
0.09,0.580367107195301,3.0,2.0,30,clusterwise_perm
0.085,0.5977679882525697,3.0,2.25,30,clusterwise_perm
0.055,0.6110352422907489,3.0,2.5,30,clusterwise_perm
0.085,0.6232966226138033,3.0,2.75,30,clusterwise_perm
0.065,0.638575624082232,3.0,3.0,30,clusterwise_perm
0.04,0.0006754772393538913,3.0,0.0,45,clusterwise_perm
0.04,0.1437518355359765,3.0,0.1,45,clusterwise_perm
0.055,0.30537444933920704,3.0,0.25,45,clusterwise_perm
0.03,0.41363436123348024,3.0,0.5,45,clusterwise_perm
0.065,0.47428781204111603,3.0,0.75,45,clusterwise_perm
0.055,0.5153891336270191,3.0,1.0,45,clusterwise_perm
0.085,0.5512408223201174,3.0,1.25,45,clusterwise_perm
0.09,0.5737004405286343,3.0,1.5,45,clusterwise_perm
0.055,0.5960205580029369,3.0,1.75,45,clusterwise_perm
0.05,0.6119016152716593,3.0,2.0,45,clusterwise_perm
0.115,0.6315638766519824,3.0,2.25,45,clusterwise_perm
0.08,0.6409104258443467,3.0,2.5,45,clusterwise_perm
0.075,0.6552055800293686,3.0,2.75,45,clusterwise_perm
0.08,0.6673348017621146,3.0,3.0,45,clusterwise_perm
0.075,0.0003524229074889868,3.0,0.0,60,clusterwise_perm
0.045,0.17496328928046992,3.0,0.1,60,clusterwise_perm
0.05,0.3333700440528634,3.0,0.25,60,clusterwise_perm
0.045,0.43620411160058736,3.0,0.5,60,clusterwise_perm
0.085,0.49616005873715124,3.0,0.75,60,clusterwise_perm
0.075,0.5415785609397944,3.0,1.0,60,clusterwise_perm
0.095,0.5697136563876651,3.0,1.25,60,clusterwise_perm
0.08,0.5947797356828194,3.0,1.5,60,clusterwise_perm
0.06,0.6183773861967695,3.0,1.75,60,clusterwise_perm
0.08,0.6367107195301028,3.0,2.0,60,clusterwise_perm
0.075,0.6512187958883993,3.0,2.25,60,clusterwise_perm
0.085,0.6623935389133626,3.0,2.5,60,clusterwise_perm
0.085,0.6741042584434654,3.0,2.75,60,clusterwise_perm
0.09,0.6879515418502202,3.0,3.0,60,clusterwise_perm
