fwer,sensitivity,sm_sigma,snr,n_subj,method
0.0,0.0,2.25,0.0,2,clusterwise_perm
0.0,0.0,2.25,0.1,2,clusterwise_perm
0.0,0.0,2.25,0.25,2,clusterwise_perm
0.0,0.0,2.25,0.5,2,clusterwise_perm
0.0,0.0,2.25,0.75,2,clusterwise_perm
0.0,0.0,2.25,1.0,2,clusterwise_perm
0.0,0.0,2.25,1.25,2,clusterwise_perm
0.0,0.0,2.25,1.5,2,clusterwise_perm
0.0,0.0,2.25,1.75,2,clusterwise_perm
0.0,0.0,2.25,2.0,2,clusterwise_perm
0.0,0.0,2.25,2.25,2,clusterwise_perm
0.0,0.0,2.25,2.5,2,clusterwise_perm
0.0,0.0,2.25,2.75,2,clusterwise_perm
0.0,0.0,2.25,3.0,2,clusterwise_perm
0.01,0.0,2.25,0.0,5,clusterwise_perm
0.015,0.0005030181086519114,2.25,0.1,5,clusterwise_perm
0.025,0.006559356136820927,2.25,0.25,5,clusterwise_perm
0.015,0.04559356136820925,2.25,0.5,5,clusterwise_perm
0.015,0.0905533199195171,2.25,0.75,5,clusterwise_perm
0.03,0.0991549295774648,2.25,1.0,5,clusterwise_perm
0.025,0.11625754527162976,2.25,1.25,5,clusterwise_perm
0.03,0.11284708249496983,2.25,1.5,5,clusterwise_perm
0.04,0.148953722334004,2.25,1.75,5,clusterwise_perm
0.015,0.1690543259557344,2.25,2.0,5,clusterwise_perm
0.035,0.15522132796780683,2.25,2.25,5,clusterwise_perm
0.01,0.15610663983903422,2.25,2.5,5,clusterwise_perm
0.02,0.16379275653923542,2.25,2.75,5,clusterwise_perm
0.03,0.1621529175050302,2.25,3.0,5,clusterwise_perm
0.055,0.0003621730382293763,2.25,0.0,7,clusterwise_perm
0.04,0.002494969818913481,2.25,0.1,7,clusterwise_perm
0.03,0.05612676056338028,2.25,0.25,7,clusterwise_perm
0.05,0.206307847082495,2.25,0.5,7,clusterwise_perm
0.04,0.27806841046277664,2.25,0.75,7,clusterwise_perm
0.05,0.32409456740442655,2.25,1.0,7,clusterwise_perm
0.04,0.35478873239436615,2.25,1.25,7,clusterwise_perm
0.045,0.3857746478873239,2.25,1.5,7,clusterwise_perm
0.05,0.4095674044265594,2.25,1.75,7,clusterwise_perm
0.035,0.43622736418511066,2.25,2.0,7,clusterwise_perm
0.04,0.44254527162977864,2.25,2.25,7,clusterwise_perm
0.055,0.4580482897384306,2.25,2.5,7,clusterwise_perm
0.055,0.4682494969818914,2.25,2.75,7,clusterwise_perm
0.055,0.4838732394366197,2.25,3.0,7,clusterwise_perm
0.03,0.0001710261569416499,2.25,0.0,10,clusterwise_perm
0.015,0.006991951710261571,2.25,0.1,10,clusterwise_perm
0.02,0.13587525150905433,2.25,0.25,10,clusterwise_perm
0.09,0.2808651911468813,2.25,0.5,10,clusterwise_perm
0.03,0.3483098591549296,2.25,0.75,10,clusterwise_perm
0.055,0.39233400402414487,2.25,1.0,10,clusterwise_perm
0.035,0.4281891348088531,2.25,1.25,10,clusterwise_perm
0.04,0.4517806841046277,2.25,1.5,10,clusterwise_perm
0.065,0.47719315895372233,2.25,1.75,10,clusterwise_perm
0.03,0.49379275653923543,2.25,2.0,10,clusterwise_perm
0.04,0.5095975855130785,2.25,2.25,10,clusterwise_perm
0.035,0.526056338028169,2.25,2.5,10,clusterwise_perm
0.07,0.5354929577464789,2.25,2.75,10,clusterwise_perm
0.07,0.5508048289738431,2.25,3.0,10,clusterwise_perm
0.035,0.00020120724346076458,2.25,0.0,15,clusterwise_perm
0.065,0.021358148893360164,2.25,0.1,15,clusterwise_perm
0.045,0.2067907444668008,2.25,0.25,15,clusterwise_perm
0.025,0.33585513078470824,2.25,0.5,15,clusterwise_perm
0.06,0.3993360160965795,2.25,0.75,15,clusterwise_perm
0.04,0.43987927565392354,2.25,1.0,15,clusterwise_perm
0.045,0.4746981891348089,2.25,1.25,15,clusterwise_perm
0.065,0.4977766599597585,2.25,1.5,15,clusterwise_perm
0.05,0.5199195171026156,2.25,1.75,15,clusterwise_perm
0.07,0.5375352112676057,2.25,2.0,15,clusterwise_perm
0.055,0.5531287726358148,2.25,2.25,15,clusterwise_perm
0.03,0.5690442655935614,2.25,2.5,15,clusterwise_perm
0.075,0.5807142857142857,2.25,2.75,15,clusterwise_perm
0.09,0.5929879275653924,2.25,3.0,15,clusterwise_perm
0.05,0.00022132796780684105,2.25,0.0,20,clusterwise_perm
0.055,0.04662977867203219,2.25,0.1,20,clusterwise_perm
0.055,0.24948692152917507,2.25,0.25,20,clusterwise_perm
0.085,0.36610663983903424,2.25,0.5,20,clusterwise_perm
0.04,0.42622736418511065,2.25,0.75,20,clusterwise_perm
0.06,0.4700201207243461,2.25,1.0,20,clusterwise_perm
0.07,0.5027162977867203,2.25,1.25,20,clusterwise_perm
0.075,0.523933601609658,2.25,1.5,20,clusterwise_perm
0.04,0.5447987927565393,2.25,1.75,20,clusterwise_perm
0.06,0.5645472837022133,2.25,2.0,20,clusterwise_perm
0.1,0.5790241448692153,2.25,2.25,20,clusterwise_perm
0.075,0.5935814889336016,2.25,2.5,20,clusterwise_perm
0.065,0.6055835010060363,2.25,2.75,20,clusterwise_perm
0.065,0.6137726358148893,2.25,3.0,20,clusterwise_perm
0.03,0.00016096579476861168,2.25,0.0,30,clusterwise_perm
0.08,0.10099597585513079,2.25,0.1,30,clusterwise_perm
0.045,0.2928068410462777,2.25,0.25,30,clusterwise_perm
0.045,0.405261569416499,2.25,0.5,30,clusterwise_perm
0.055,0.4629778672032193,2.25,0.75,30,clusterwise_perm
0.09,0.503943661971831,2.25,1.0,30,clusterwise_perm
0.08,0.5315492957746479,2.25,1.25,30,clusterwise_perm
0.08,0.5582595573440645,2.25,1.5,30,clusterwise_perm
0.045,0.5796378269617706,2.25,1.75,30,clusterwise_perm
0.1,0.5968712273641851,2.25,2.0,30,clusterwise_perm
0.075,0.6117505030181087,2.25,2.25,30,clusterwise_perm
0.065,0.622122736418511,2.25,2.5,30,clusterwise_perm
0.08,0.6324748490945674,2.25,2.75,30,clusterwise_perm
0.1,0.6474949698189135,2.25,3.0,30,clusterwise_perm
0.04,0.00015090543259557344,2.25,0.0,45,clusterwise_perm
0.065,0.15198189134808854,2.25,0.1,45,clusterwise_perm
0.085,0.3313581488933602,2.25,0.25,45,clusterwise_perm
0.03,0.4379879275653923,2.25,0.5,45,clusterwise_perm
0.045,0.4961066398390342,2.25,0.75,45,clusterwise_perm
0.07,0.5332092555331992,2.25,1.0,45,clusterwise_perm
0.08,0.5685311871227365,2.25,1.25,45,clusterwise_perm
0.07,0.5902313883299799,2.25,1.5,45,clusterwise_perm
0.07,0.610543259557344,2.25,1.75,45,clusterwise_perm
0.06,0.6242152917505029,2.25,2.0,45,clusterwise_perm
0.105,0.6401911468812878,2.25,2.25,45,clusterwise_perm
0.115,0.6506539235412475,2.25,2.5,45,clusterwise_perm
0.06,0.6636418511066399,2.25,2.75,45,clusterwise_perm
0.08,0.6757142857142857,2.25,3.0,45,clusterwise_perm
0.07,0.0006338028169014084,2.25,0.0,60,clusterwise_perm
0.03,0.19067404426559356,2.25,0.1,60,clusterwise_perm
0.065,0.35768611670020123,2.25,0.25,60,clusterwise_perm
0.065,0.46039235412474844,2.25,0.5,60,clusterwise_perm
0.09,0.5159356136820926,2.25,0.75,60,clusterwise_perm
0.085,0.5590442655935614,2.25,1.0,60,clusterwise_perm
0.08,0.5875050301810866,2.25,1.25,60,clusterwise_perm
0.105,0.608158953722334,2.25,1.5,60,clusterwise_perm
0.075,0.6278068410462777,2.25,1.75,60,clusterwise_perm
0.065,0.6444265593561369,2.25,2.0,60,clusterwise_perm
0.08,0.6600402414486922,2.25,2.25,60,clusterwise_perm
0.085,0.6715492957746478,2.25,2.5,60,clusterwise_perm
0.095,0.6856036217303823,2.25,2.75,60,clusterwise_perm
0.05,0.6955331991951711,2.25,3.0,60,clusterwise_perm
