fwer,sensitivity,sm_sigma,snr,n,method
0.05,0.0,1.5,0.0,5,voxelwise_rft
0.0,0.0,1.5,0.1,5,voxelwise_rft
0.1,0.00019646365422396856,1.5,0.25,5,voxelwise_rft
0.1,0.0010805500982318272,1.5,0.5,5,voxelwise_rft
0.0,0.004518664047151276,1.5,0.75,5,voxelwise_rft
0.05,0.010903732809430255,1.5,1.0,5,voxelwise_rft
0.05,0.019155206286836934,1.5,1.25,5,voxelwise_rft
0.05,0.041944990176817284,1.5,1.5,5,voxelwise_rft
0.05,0.06758349705304517,1.5,1.75,5,voxelwise_rft
0.1,0.07907662082514737,1.5,2.0,5,voxelwise_rft
0.0,0.10834970530451866,1.5,2.25,5,voxelwise_rft
0.05,0.13929273084479374,1.5,2.5,5,voxelwise_rft
0.15,0.15746561886051078,1.5,2.75,5,voxelwise_rft
0.05,0.17711198428290764,1.5,3.0,5,voxelwise_rft
0.0,0.0,1.75,0.0,5,voxelwise_rft
0.1,0.0,1.75,0.1,5,voxelwise_rft
0.1,8.264462809917355e-05,1.75,0.25,5,voxelwise_rft
0.05,0.002066115702479339,1.75,0.5,5,voxelwise_rft
0.05,0.006528925619834711,1.75,0.75,5,voxelwise_rft
0.1,0.018016528925619835,1.75,1.0,5,voxelwise_rft
0.3,0.041570247933884294,1.75,1.25,5,voxelwise_rft
0.1,0.050495867768595035,1.75,1.5,5,voxelwise_rft
0.2,0.09041322314049585,1.75,1.75,5,voxelwise_rft
0.1,0.11090909090909092,1.75,2.0,5,voxelwise_rft
0.1,0.1328099173553719,1.75,2.25,5,voxelwise_rft
0.1,0.1487603305785124,1.75,2.5,5,voxelwise_rft
0.1,0.1633884297520661,1.75,2.75,5,voxelwise_rft
0.05,0.17479338842975206,1.75,3.0,5,voxelwise_rft
0.15,0.00014347202295552367,2.0,0.0,5,voxelwise_rft
0.05,0.0,2.0,0.1,5,voxelwise_rft
0.2,0.00014347202295552367,2.0,0.25,5,voxelwise_rft
0.2,0.002223816355810617,2.0,0.5,5,voxelwise_rft
0.1,0.008393113342898136,2.0,0.75,5,voxelwise_rft
0.05,0.03185078909612625,2.0,1.0,5,voxelwise_rft
0.1,0.050645624103299855,2.0,1.25,5,voxelwise_rft
0.15,0.07195121951219513,2.0,1.5,5,voxelwise_rft
0.05,0.10373027259684361,2.0,1.75,5,voxelwise_rft
0.2,0.12073170731707314,2.0,2.0,5,voxelwise_rft
0.25,0.13055954088952654,2.0,2.25,5,voxelwise_rft
0.1,0.15832137733142038,2.0,2.5,5,voxelwise_rft
0.15,0.16097560975609757,2.0,2.75,5,voxelwise_rft
0.05,0.18185078909612623,2.0,3.0,5,voxelwise_rft
0.2,6.242197253433208e-05,2.25,0.0,5,voxelwise_rft
0.1,0.0,2.25,0.1,5,voxelwise_rft
0.15,0.0005617977528089887,2.25,0.25,5,voxelwise_rft
0.1,0.0029962546816479398,2.25,0.5,5,voxelwise_rft
0.1,0.012359550561797753,2.25,0.75,5,voxelwise_rft
0.05,0.04082397003745318,2.25,1.0,5,voxelwise_rft
0.15,0.06722846441947565,2.25,1.25,5,voxelwise_rft
0.25,0.08439450686641699,2.25,1.5,5,voxelwise_rft
