,FWER,sensitivity,sm_sigma,snr,n_subj,method,threshold_u,FWHM
314,0.03500000000000003,,0.0,2.5,20,Clusterwise RFT,3.2,3.3430791283123495
315,0.21499999999999997,,0.0,2.5,30,Clusterwise RFT,2.6,3.3292538996129175
316,0.06599999999999995,,0.0,2.5,30,Clusterwise RFT,3.0,3.341386344006553
317,0.03300000000000003,,0.0,2.5,30,Clusterwise RFT,3.2,3.325218935521289
318,0.237,,0.0,2.5,45,Clusterwise RFT,2.6,3.330501842432533
319,0.07699999999999996,,0.0,2.5,45,Clusterwise RFT,3.0,3.327504641737724
320,0.031000000000000028,,0.0,2.5,45,Clusterwise RFT,3.2,3.3344807417717477
321,0.246,,0.0,2.5,60,Clusterwise RFT,2.6,3.3329325880163436
322,0.06499999999999995,,0.0,2.5,60,Clusterwise RFT,3.0,3.3319201214462733
323,0.026000000000000023,,0.0,2.5,60,Clusterwise RFT,3.2,3.3295786555709745
324,0.0,,0.0,2.75,2,Clusterwise RFT,2.6,3.316025502694691
325,0.0,,0.0,2.75,2,Clusterwise RFT,3.0,3.3475913966488564
326,0.0,,0.0,2.75,2,Clusterwise RFT,3.2,3.3367473305226927
