,FWER,sensitivity,sm_sigma,snr,n_subj,method,threshold_u,FWHM
99,0.0,,0.0,0.1,2,Clusterwise RFT,2.4,3.3156482368795057
100,0.0,,0.0,0.1,2,Clusterwise RFT,2.6,3.329978823719156
101,0.0,,0.0,0.1,2,Clusterwise RFT,2.8,3.3555140083289325
102,0.0,,0.0,0.1,2,Clusterwise RFT,3.0,3.330542643597457
103,0.0,,0.0,0.1,2,Clusterwise RFT,3.2,3.3247431571263037
104,0.0,,0.0,0.1,2,Clusterwise RFT,3.4,3.3063543957272867
105,0.0,,0.0,0.1,2,Clusterwise RFT,3.6,3.34195646611451
106,0.0,,0.0,0.1,2,Clusterwise RFT,3.8,3.3124770627575115
107,0.0,,0.0,0.1,2,Clusterwise RFT,4.0,3.3627123930485463
108,0.0,,0.0,0.1,2,Clusterwise RFT,4.2,3.353462095372309
109,0.0,,0.0,0.1,2,Clusterwise RFT,4.6,3.337415611051835
110,0.0,,0.0,0.1,5,Clusterwise RFT,2.4,3.325742217723855
111,0.0,,0.0,0.1,5,Clusterwise RFT,2.6,3.336526689227144
112,0.0,,0.0,0.1,5,Clusterwise RFT,2.8,3.3210632611871183
113,0.0,,0.0,0.1,5,Clusterwise RFT,3.0,3.3380563383746744
114,0.0,,0.0,0.1,5,Clusterwise RFT,3.2,3.346804031105948
115,0.0,,0.0,0.1,5,Clusterwise RFT,3.4,3.323225422162881
116,0.0,,0.0,0.1,5,Clusterwise RFT,3.6,3.3380331554064524
117,0.0,,0.0,0.1,5,Clusterwise RFT,3.8,3.3317087158007617
118,1.0,,0.0,0.1,5,Clusterwise RFT,4.0,3.3425103299488246
119,0.0,,0.0,0.1,5,Clusterwise RFT,4.2,3.319287001980089
120,0.0,,0.0,0.1,5,Clusterwise RFT,4.6,3.321928185689831
121,0.0,,0.0,0.1,7,Clusterwise RFT,2.4,3.326382682991905
122,0.0,,0.0,0.1,7,Clusterwise RFT,2.6,3.331167866374762
123,0.0,,0.0,0.1,7,Clusterwise RFT,2.8,3.339264208457258
124,0.0,,0.0,0.1,7,Clusterwise RFT,3.0,3.3338976890959873
125,0.0,,0.0,0.1,7,Clusterwise RFT,3.2,3.340953922422593
126,0.0,,0.0,0.1,7,Clusterwise RFT,3.4,3.304713395062713
127,0.0,,0.0,0.1,7,Clusterwise RFT,3.6,3.3271286962023345
128,0.0,,0.0,0.1,7,Clusterwise RFT,3.8,3.339703164123034
129,1.0,,0.0,0.1,7,Clusterwise RFT,4.0,3.331717765454672
130,0.0,,0.0,0.1,7,Clusterwise RFT,4.2,3.343450036846746
131,0.0,,0.0,0.1,7,Clusterwise RFT,4.6,3.326871175397743
