fwer,sensitivity,sm_sigma,snr,n,method,u_crit
0.1773333333333333,0.0927603305785124,1.75,1.5,5,voxelwise_rft,4.016539390431617
0.1893333333333333,0.1219019283746556,1.75,1.75,5,voxelwise_rft,4.016539390431617
0.1893333333333333,0.1442203856749311,1.75,2.0,5,voxelwise_rft,4.016539390431617
0.2013333333333333,0.1644407713498622,1.75,2.25,5,voxelwise_rft,4.016539390431617
0.1906666666666666,0.178768044077135,1.75,2.5,5,voxelwise_rft,4.016539390431617
0.2,0.1914997245179063,1.75,2.75,5,voxelwise_rft,4.016539390431617
0.192,0.2030545454545455,1.75,3.0,5,voxelwise_rft,4.016539390431617
0.2146666666666666,7.077953132472502e-05,2.0,0.0,5,voxelwise_rft,3.951397021980138
0.2146666666666666,0.0001090387374461,2.0,0.1,5,voxelwise_rft,3.951397021980138
0.2213333333333333,0.0008283118125298,2.0,0.25,5,voxelwise_rft,3.951397021980138
0.2226666666666666,0.0062419894787183,2.0,0.5,5,voxelwise_rft,3.951397021980138
0.2293333333333333,0.0218670492587278,2.0,0.75,5,voxelwise_rft,3.951397021980138
0.216,0.0471984696317551,2.0,1.0,5,voxelwise_rft,3.951397021980138
0.2186666666666666,0.0772357723577235,2.0,1.25,5,voxelwise_rft,3.951397021980138
0.24,0.1086637972262075,2.0,1.5,5,voxelwise_rft,3.951397021980138
0.208,0.1313017694882831,2.0,1.75,5,voxelwise_rft,3.951397021980138
0.2413333333333333,0.1512061214729794,2.0,2.0,5,voxelwise_rft,3.951397021980138
0.2226666666666666,0.1660966044954567,2.0,2.25,5,voxelwise_rft,3.951397021980138
0.216,0.1788541367766618,2.0,2.5,5,voxelwise_rft,3.951397021980138
0.232,0.1900602582496413,2.0,2.75,5,voxelwise_rft,3.951397021980138
0.2253333333333333,0.1992195121951219,2.0,3.0,5,voxelwise_rft,3.951397021980138
0.264,9.321681231793592e-05,2.25,0.0,5,voxelwise_rft,3.890207520547001
0.2773333333333333,0.0001581356637536,2.25,0.1,5,voxelwise_rft,3.890207520547001
0.248,0.0009088639200998,2.25,0.25,5,voxelwise_rft,3.890207520547001
0.2253333333333333,0.0082962962962962,2.25,0.5,5,voxelwise_rft,3.890207520547001
0.2133333333333333,0.0281947565543071,2.25,0.75,5,voxelwise_rft,3.890207520547001
0.24,0.0576712442779858,2.25,1.0,5,voxelwise_rft,3.890207520547001
0.2506666666666666,0.0874190595089471,2.25,1.25,5,voxelwise_rft,3.890207520547001
0.2706666666666666,0.113063670411985,2.25,1.5,5,voxelwise_rft,3.890207520547001
0.2426666666666666,0.1342205576362879,2.25,1.75,5,voxelwise_rft,3.890207520547001
0.2013333333333333,0.1517952559300873,2.25,2.0,5,voxelwise_rft,3.890207520547001
0.24,0.1648156471077819,2.25,2.25,5,voxelwise_rft,3.890207520547001
0.2213333333333333,0.1764843945068664,2.25,2.5,5,voxelwise_rft,3.890207520547001
0.2453333333333333,0.1865967540574282,2.25,2.75,5,voxelwise_rft,3.890207520547001
0.2586666666666666,0.1962630045776113,2.25,3.0,5,voxelwise_rft,3.890207520547001
0.2413333333333333,0.0001299744432274,2.5,0.0,5,voxelwise_rft,3.83781368500796
0.2573333333333333,0.0002351223074114,2.5,0.1,5,voxelwise_rft,3.83781368500796
0.2813333333333333,0.001416575392479,2.5,0.25,5,voxelwise_rft,3.83781368500796
0.2933333333333333,0.0109937933552391,2.5,0.5,5,voxelwise_rft,3.83781368500796
0.2546666666666666,0.0345994888645491,2.5,0.75,5,voxelwise_rft,3.83781368500796
0.244,0.0649930631617378,2.5,1.0,5,voxelwise_rft,3.83781368500796
0.2826666666666667,0.0935713764147499,2.5,1.25,5,voxelwise_rft,3.83781368500796
0.2573333333333333,0.1150857977364001,2.5,1.5,5,voxelwise_rft,3.83781368500796
0.284,0.1338196422051843,2.5,1.75,5,voxelwise_rft,3.83781368500796
0.2826666666666667,0.1499408543263964,2.5,2.0,5,voxelwise_rft,3.83781368500796
0.2706666666666666,0.1612836801752464,2.5,2.25,5,voxelwise_rft,3.83781368500796
0.2746666666666666,0.1736838262139467,2.5,2.5,5,voxelwise_rft,3.83781368500796
0.3,0.1834523548740416,2.5,2.75,5,voxelwise_rft,3.83781368500796
0.2533333333333333,0.1908915662650602,2.5,3.0,5,voxelwise_rft,3.83781368500796
0.272,0.0001524175472302,2.75,0.0,5,voxelwise_rft,3.788021995500629
0.3066666666666666,0.0002740954210694,2.75,0.1,5,voxelwise_rft,3.788021995500629
0.2853333333333333,0.0015830931796349,2.75,0.25,5,voxelwise_rft,3.788021995500629
0.26,0.0130528338136407,2.75,0.5,5,voxelwise_rft,3.788021995500629
0.2866666666666667,0.0385373038744796,2.75,0.75,5,voxelwise_rft,3.788021995500629
0.2746666666666666,0.0676721101504963,2.75,1.0,5,voxelwise_rft,3.788021995500629
0.2853333333333333,0.0940224143451809,2.75,1.25,5,voxelwise_rft,3.788021995500629
0.2906666666666667,0.116626320845341,2.75,1.5,5,voxelwise_rft,3.788021995500629
0.3013333333333333,0.133361511367275,2.75,1.75,5,voxelwise_rft,3.788021995500629
0.3013333333333333,0.146893371757925,2.75,2.0,5,voxelwise_rft,3.788021995500629
0.2733333333333333,0.1586845981428114,2.75,2.25,5,voxelwise_rft,3.788021995500629
0.2986666666666667,0.1679756644252321,2.75,2.5,5,voxelwise_rft,3.788021995500629
0.2893333333333333,0.1775946205571565,2.75,2.75,5,voxelwise_rft,3.788021995500629
0.2546666666666666,0.1866192763368556,2.75,3.0,5,voxelwise_rft,3.788021995500629
0.2906666666666667,0.0001711477305579,3.0,0.0,5,voxelwise_rft,3.742313670870313
0.312,0.0003688927435675,3.0,0.1,5,voxelwise_rft,3.742313670870313
0.3026666666666666,0.0017126337091644,3.0,0.25,5,voxelwise_rft,3.742313670870313
0.3053333333333333,0.0155779126915293,3.0,0.5,5,voxelwise_rft,3.742313670870313
0.3013333333333333,0.0434229546111592,3.0,0.75,5,voxelwise_rft,3.742313670870313
0.3013333333333333,0.0737970511708586,3.0,1.0,5,voxelwise_rft,3.742313670870313
0.2973333333333333,0.0985891876264816,3.0,1.25,5,voxelwise_rft,3.742313670870313
0.284,0.1176513443191673,3.0,1.5,5,voxelwise_rft,3.742313670870313
0.2733333333333333,0.1332824515755999,3.0,1.75,5,voxelwise_rft,3.742313670870313
0.3106666666666666,0.1470517490604221,3.0,2.0,5,voxelwise_rft,3.742313670870313
0.2946666666666667,0.1595513154090777,3.0,2.25,5,voxelwise_rft,3.742313670870313
0.3093333333333333,0.1691274934952298,3.0,2.5,5,voxelwise_rft,3.742313670870313
0.288,0.1789418907198612,3.0,2.75,5,voxelwise_rft,3.742313670870313
0.2506666666666666,0.1877559988435964,3.0,3.0,5,voxelwise_rft,3.742313670870313
0.0213333333333333,1.1799410029498524e-05,0.0,0.0,7,voxelwise_rft,4.502623379305938
0.0373333333333333,1.1799410029498524e-05,0.0,0.1,7,voxelwise_rft,4.502623379305938
0.032,0.0,0.0,0.25,7,voxelwise_rft,4.502623379305938
0.0213333333333333,5.899705014749262e-05,0.0,0.5,7,voxelwise_rft,4.502623379305938
0.0186666666666666,0.0001887905604719,0.0,0.75,7,voxelwise_rft,4.502623379305938
0.0266666666666666,0.0004955752212389,0.0,1.0,7,voxelwise_rft,4.502623379305938
0.0226666666666666,0.0015575221238938,0.0,1.25,7,voxelwise_rft,4.502623379305938
0.0173333333333333,0.0027846607669616,0.0,1.5,7,voxelwise_rft,4.502623379305938
0.024,0.0067846607669616,0.0,1.75,7,voxelwise_rft,4.502623379305938
0.032,0.0111858407079646,0.0,2.0,7,voxelwise_rft,4.502623379305938
0.0253333333333333,0.0192566371681415,0.0,2.25,7,voxelwise_rft,4.502623379305938
0.0226666666666666,0.0313510324483775,0.0,2.5,7,voxelwise_rft,4.502623379305938
0.0266666666666666,0.047929203539823,0.0,2.75,7,voxelwise_rft,4.502623379305938
0.036,0.0704660766961652,0.0,3.0,7,voxelwise_rft,4.502623379305938
0.0306666666666666,0.0,0.1,0.0,7,voxelwise_rft,4.503141791507842
0.028,0.0,0.1,0.1,7,voxelwise_rft,4.503141791507842
0.02,2.359882005899705e-05,0.1,0.25,7,voxelwise_rft,4.503141791507842
0.0253333333333333,4.71976401179941e-05,0.1,0.5,7,voxelwise_rft,4.503141791507842
0.028,0.0001887905604719,0.1,0.75,7,voxelwise_rft,4.503141791507842
0.0146666666666666,0.0005427728613569,0.1,1.0,7,voxelwise_rft,4.503141791507842
0.028,0.0014867256637168,0.1,1.25,7,voxelwise_rft,4.503141791507842
0.0253333333333333,0.0028672566371681,0.1,1.5,7,voxelwise_rft,4.503141791507842
0.0253333333333333,0.0056755162241887,0.1,1.75,7,voxelwise_rft,4.503141791507842
0.0253333333333333,0.0112330383480825,0.1,2.0,7,voxelwise_rft,4.503141791507842
0.024,0.0198466076696165,0.1,2.25,7,voxelwise_rft,4.503141791507842
0.0253333333333333,0.0315398230088495,0.1,2.5,7,voxelwise_rft,4.503141791507842
0.0213333333333333,0.0481533923303834,0.1,2.75,7,voxelwise_rft,4.503141791507842
0.028,0.0703362831858407,0.1,3.0,7,voxelwise_rft,4.503141791507842
0.0173333333333333,8.948545861297538e-06,0.25,0.0,7,voxelwise_rft,4.503541499391493
0.0306666666666666,1.7897091722595077e-05,0.25,0.1,7,voxelwise_rft,4.503541499391493
0.0346666666666666,1.7897091722595077e-05,0.25,0.25,7,voxelwise_rft,4.503541499391493
0.0266666666666666,2.684563758389261e-05,0.25,0.5,7,voxelwise_rft,4.503541499391493
0.0226666666666666,0.0001342281879194,0.25,0.75,7,voxelwise_rft,4.503541499391493
0.028,0.0005190156599552,0.25,1.0,7,voxelwise_rft,4.503541499391493
0.0173333333333333,0.001234899328859,0.25,1.25,7,voxelwise_rft,4.503541499391493
0.036,0.0023803131991051,0.25,1.5,7,voxelwise_rft,4.503541499391493
0.0253333333333333,0.0046890380313199,0.25,1.75,7,voxelwise_rft,4.503541499391493
0.024,0.0081968680089485,0.25,2.0,7,voxelwise_rft,4.503541499391493
0.0346666666666666,0.0142371364653243,0.25,2.25,7,voxelwise_rft,4.503541499391493
0.0253333333333333,0.0240357941834451,0.25,2.5,7,voxelwise_rft,4.503541499391493
0.0213333333333333,0.0359373601789709,0.25,2.75,7,voxelwise_rft,4.503541499391493
0.024,0.0529664429530201,0.25,3.0,7,voxelwise_rft,4.503541499391493
0.032,6.259780907668232e-06,0.5,0.0,7,voxelwise_rft,4.483508419489315
0.024,6.259780907668232e-06,0.5,0.1,7,voxelwise_rft,4.483508419489315
0.0253333333333333,4.3818466353677626e-05,0.5,0.25,7,voxelwise_rft,4.483508419489315
0.0306666666666666,0.0001001564945226,0.5,0.5,7,voxelwise_rft,4.483508419489315
0.0213333333333333,0.0005571205007824,0.5,0.75,7,voxelwise_rft,4.483508419489315
0.04,0.0018341158059467,0.5,1.0,7,voxelwise_rft,4.483508419489315
0.02,0.0046447574334898,0.5,1.25,7,voxelwise_rft,4.483508419489315
0.0346666666666666,0.0108231611893583,0.5,1.5,7,voxelwise_rft,4.483508419489315
0.0346666666666666,0.0216525821596244,0.5,1.75,7,voxelwise_rft,4.483508419489315
0.0373333333333333,0.0396870109546165,0.5,2.0,7,voxelwise_rft,4.483508419489315
0.0426666666666666,0.0662097026604068,0.5,2.25,7,voxelwise_rft,4.483508419489315
0.024,0.0983161189358372,0.5,2.5,7,voxelwise_rft,4.483508419489315
0.028,0.1383661971830986,0.5,2.75,7,voxelwise_rft,4.483508419489315
0.0346666666666666,0.1813521126760563,0.5,3.0,7,voxelwise_rft,4.483508419489315
0.0386666666666666,4.678362573099415e-06,0.75,0.0,7,voxelwise_rft,4.372337065985718
0.0506666666666666,2.3391812865497078e-05,0.75,0.1,7,voxelwise_rft,4.372337065985718
0.048,7.017543859649122e-05,0.75,0.25,7,voxelwise_rft,4.372337065985718
0.0453333333333333,0.0008327485380116,0.75,0.5,7,voxelwise_rft,4.372337065985718
0.0586666666666666,0.0051368421052631,0.75,0.75,7,voxelwise_rft,4.372337065985718
0.0493333333333333,0.0188959064327485,0.75,1.0,7,voxelwise_rft,4.372337065985718
0.0453333333333333,0.0481590643274853,0.75,1.25,7,voxelwise_rft,4.372337065985718
0.0386666666666666,0.0928,0.75,1.5,7,voxelwise_rft,4.372337065985718
0.0573333333333333,0.1495157894736842,0.75,1.75,7,voxelwise_rft,4.372337065985718
0.0373333333333333,0.2109941520467836,0.75,2.0,7,voxelwise_rft,4.372337065985718
0.032,0.2655017543859649,0.75,2.25,7,voxelwise_rft,4.372337065985718
0.0466666666666666,0.3068912280701755,0.75,2.5,7,voxelwise_rft,4.372337065985718
0.0346666666666666,0.3378432748538012,0.75,2.75,7,voxelwise_rft,4.372337065985718
0.0506666666666666,0.3596350877192982,0.75,3.0,7,voxelwise_rft,4.372337065985718
0.0706666666666666,1.528175740210124e-05,1.0,0.0,7,voxelwise_rft,4.265300681392814
0.0733333333333333,4.966571155682903e-05,1.0,0.1,7,voxelwise_rft,4.265300681392814
0.0693333333333333,0.0002636103151862,1.0,0.25,7,voxelwise_rft,4.265300681392814
0.0733333333333333,0.0038662846227316,1.0,0.5,7,voxelwise_rft,4.265300681392814
0.06,0.0202636103151862,1.0,0.75,7,voxelwise_rft,4.265300681392814
0.068,0.0622234957020057,1.0,1.0,7,voxelwise_rft,4.265300681392814
0.0666666666666666,0.1261623686723973,1.0,1.25,7,voxelwise_rft,4.265300681392814
0.0706666666666666,0.191170964660936,1.0,1.5,7,voxelwise_rft,4.265300681392814
0.068,0.2411232091690544,1.0,1.75,7,voxelwise_rft,4.265300681392814
0.0706666666666666,0.2765425023877746,1.0,2.0,7,voxelwise_rft,4.265300681392814
0.064,0.3010124164278892,1.0,2.25,7,voxelwise_rft,4.265300681392814
0.0706666666666666,0.3167526265520535,1.0,2.5,7,voxelwise_rft,4.265300681392814
0.0813333333333333,0.3300897803247373,1.0,2.75,7,voxelwise_rft,4.265300681392814
0.0786666666666666,0.3406074498567335,1.0,3.0,7,voxelwise_rft,4.265300681392814
0.1,2.4864024864024865e-05,1.25,0.0,7,voxelwise_rft,4.172009557286839
0.0986666666666666,7.459207459207459e-05,1.25,0.1,7,voxelwise_rft,4.172009557286839
0.12,0.0006060606060606,1.25,0.25,7,voxelwise_rft,4.172009557286839
0.0893333333333333,0.0097031857031857,1.25,0.5,7,voxelwise_rft,4.172009557286839
0.0826666666666666,0.0492121212121212,1.25,0.75,7,voxelwise_rft,4.172009557286839
0.1053333333333333,0.1117202797202797,1.25,1.0,7,voxelwise_rft,4.172009557286839
0.0853333333333333,0.1741227661227661,1.25,1.25,7,voxelwise_rft,4.172009557286839
0.1093333333333333,0.2187661227661227,1.25,1.5,7,voxelwise_rft,4.172009557286839
0.1133333333333333,0.2463030303030303,1.25,1.75,7,voxelwise_rft,4.172009557286839
0.0973333333333333,0.266013986013986,1.25,2.0,7,voxelwise_rft,4.172009557286839
0.108,0.2804662004662004,1.25,2.25,7,voxelwise_rft,4.172009557286839
0.1093333333333333,0.2939456099456099,1.25,2.5,7,voxelwise_rft,4.172009557286839
0.0906666666666666,0.3045967365967366,1.25,2.75,7,voxelwise_rft,4.172009557286839
0.1026666666666666,0.3141849261849261,1.25,3.0,7,voxelwise_rft,4.172009557286839
0.1,4.191224623444663e-05,1.5,0.0,7,voxelwise_rft,4.089450185210059
0.1293333333333333,0.0001283562540929,1.5,0.1,7,voxelwise_rft,4.089450185210059
0.136,0.0014328749181401,1.5,0.25,7,voxelwise_rft,4.089450185210059
0.1346666666666666,0.0196777996070726,1.5,0.5,7,voxelwise_rft,4.089450185210059
0.128,0.077199738048461,1.5,0.75,7,voxelwise_rft,4.089450185210059
0.1373333333333333,0.1409325474787164,1.5,1.0,7,voxelwise_rft,4.089450185210059
0.124,0.1891159135559921,1.5,1.25,7,voxelwise_rft,4.089450185210059
0.1493333333333333,0.2153765553372626,1.5,1.5,7,voxelwise_rft,4.089450185210059
0.128,0.2371578258022265,1.5,1.75,7,voxelwise_rft,4.089450185210059
0.1466666666666666,0.2531709233791748,1.5,2.0,7,voxelwise_rft,4.089450185210059
0.108,0.2656686313032089,1.5,2.25,7,voxelwise_rft,4.089450185210059
0.132,0.2778467583497053,1.5,2.5,7,voxelwise_rft,4.089450185210059
0.1506666666666666,0.2878166339227243,1.5,2.75,7,voxelwise_rft,4.089450185210059
0.132,0.2957328094302554,1.5,3.0,7,voxelwise_rft,4.089450185210059
0.172,4.628099173553719e-05,1.75,0.0,7,voxelwise_rft,4.016539390431617
0.1693333333333333,0.0001454545454545,1.75,0.1,7,voxelwise_rft,4.016539390431617
0.156,0.0021487603305785,1.75,0.25,7,voxelwise_rft,4.016539390431617
0.1533333333333333,0.0315636363636363,1.75,0.5,7,voxelwise_rft,4.016539390431617
0.1573333333333333,0.0948782369146005,1.75,0.75,7,voxelwise_rft,4.016539390431617
0.1466666666666666,0.1500848484848485,1.75,1.0,7,voxelwise_rft,4.016539390431617
0.1813333333333333,0.1827988980716253,1.75,1.25,7,voxelwise_rft,4.016539390431617
0.1586666666666666,0.2057322314049587,1.75,1.5,7,voxelwise_rft,4.016539390431617
0.1573333333333333,0.2240749311294766,1.75,1.75,7,voxelwise_rft,4.016539390431617
0.1746666666666666,0.2387592286501377,1.75,2.0,7,voxelwise_rft,4.016539390431617
0.16,0.2503338842975207,1.75,2.25,7,voxelwise_rft,4.016539390431617
0.16,0.2609917355371901,1.75,2.5,7,voxelwise_rft,4.016539390431617
0.14,0.2708584022038567,1.75,2.75,7,voxelwise_rft,4.016539390431617
0.152,0.2793741046831955,1.75,3.0,7,voxelwise_rft,4.016539390431617
0.1813333333333333,5.3562888570062175e-05,2.0,0.0,7,voxelwise_rft,3.951397021980138
0.1933333333333333,0.0002180774748923,2.0,0.1,7,voxelwise_rft,3.951397021980138
0.1573333333333333,0.0033687230989956,2.0,0.25,7,voxelwise_rft,3.951397021980138
0.1853333333333333,0.0424026781444285,2.0,0.5,7,voxelwise_rft,3.951397021980138
0.1853333333333333,0.1074127211860353,2.0,0.75,7,voxelwise_rft,3.951397021980138
0.1506666666666666,0.1498058345289335,2.0,1.0,7,voxelwise_rft,3.951397021980138
0.172,0.1792003825920612,2.0,1.25,7,voxelwise_rft,3.951397021980138
0.1693333333333333,0.200130081300813,2.0,1.5,7,voxelwise_rft,3.951397021980138
0.1853333333333333,0.2161779053084648,2.0,1.75,7,voxelwise_rft,3.951397021980138
0.18,0.229895743663319,2.0,2.0,7,voxelwise_rft,3.951397021980138
0.1906666666666666,0.2421482544237207,2.0,2.25,7,voxelwise_rft,3.951397021980138
0.184,0.2525968436154949,2.0,2.5,7,voxelwise_rft,3.951397021980138
0.1893333333333333,0.2619014825442372,2.0,2.75,7,voxelwise_rft,3.951397021980138
0.1853333333333333,0.2700736489717838,2.0,3.0,7,voxelwise_rft,3.951397021980138
0.192,0.0001048689138576,2.25,0.0,7,voxelwise_rft,3.890207520547001
0.2093333333333333,0.0002896379525593,2.25,0.1,7,voxelwise_rft,3.890207520547001
0.1773333333333333,0.0050320432792342,2.25,0.25,7,voxelwise_rft,3.890207520547001
0.2293333333333333,0.0528539325842696,2.25,0.5,7,voxelwise_rft,3.890207520547001
0.1906666666666666,0.1114673325010403,2.25,0.75,7,voxelwise_rft,3.890207520547001
0.1813333333333333,0.1484244694132334,2.25,1.0,7,voxelwise_rft,3.890207520547001
0.196,0.1744785684560965,2.25,1.25,7,voxelwise_rft,3.890207520547001
0.18,0.1934981273408239,2.25,1.5,7,voxelwise_rft,3.890207520547001
0.2066666666666666,0.2091086142322097,2.25,1.75,7,voxelwise_rft,3.890207520547001
0.1906666666666666,0.2218992925509779,2.25,2.0,7,voxelwise_rft,3.890207520547001
0.18,0.2338077403245942,2.25,2.25,7,voxelwise_rft,3.890207520547001
0.188,0.2441697877652933,2.25,2.5,7,voxelwise_rft,3.890207520547001
0.192,0.252689138576779,2.25,2.75,7,voxelwise_rft,3.890207520547001
0.1986666666666666,0.2613017062005826,2.25,3.0,7,voxelwise_rft,3.890207520547001
0.208,0.0001036874771814,2.5,0.0,7,voxelwise_rft,3.83781368500796
0.212,0.0003884629426798,2.5,0.1,7,voxelwise_rft,3.83781368500796
0.196,0.006415480102227,2.5,0.25,7,voxelwise_rft,3.83781368500796
0.224,0.0583512230741146,2.5,0.5,7,voxelwise_rft,3.83781368500796
0.1786666666666666,0.1113048557867835,2.5,0.75,7,voxelwise_rft,3.83781368500796
0.224,0.1454282584884994,2.5,1.0,7,voxelwise_rft,3.83781368500796
0.2,0.1694706097115735,2.5,1.25,7,voxelwise_rft,3.83781368500796
0.2066666666666666,0.1880598758671048,2.5,1.5,7,voxelwise_rft,3.83781368500796
0.172,0.203947426067908,2.5,1.75,7,voxelwise_rft,3.83781368500796
0.1986666666666666,0.2156246805403432,2.5,2.0,7,voxelwise_rft,3.83781368500796
0.2133333333333333,0.2274143848119752,2.5,2.25,7,voxelwise_rft,3.83781368500796
0.1986666666666666,0.2365096750638919,2.5,2.5,7,voxelwise_rft,3.83781368500796
0.1773333333333333,0.2458269441401971,2.5,2.75,7,voxelwise_rft,3.83781368500796
0.2093333333333333,0.252814895947426,2.5,3.0,7,voxelwise_rft,3.83781368500796
0.204,0.0001485750880563,2.75,0.0,7,voxelwise_rft,3.788021995500629
0.1733333333333333,0.0004521293627921,2.75,0.1,7,voxelwise_rft,3.788021995500629
0.2,0.0080537944284341,2.75,0.25,7,voxelwise_rft,3.788021995500629
0.1906666666666666,0.0613294908741594,2.75,0.5,7,voxelwise_rft,3.788021995500629
0.2026666666666666,0.110137688120397,2.75,0.75,7,voxelwise_rft,3.788021995500629
0.1653333333333333,0.1404623759205891,2.75,1.0,7,voxelwise_rft,3.788021995500629
0.2106666666666666,0.1635555555555555,2.75,1.25,7,voxelwise_rft,3.788021995500629
0.2,0.1815907780979827,2.75,1.5,7,voxelwise_rft,3.788021995500629
0.2026666666666666,0.1972103746397694,2.75,1.75,7,voxelwise_rft,3.788021995500629
0.1906666666666666,0.2089209093820044,2.75,2.0,7,voxelwise_rft,3.788021995500629
0.184,0.2196144732628882,2.75,2.25,7,voxelwise_rft,3.788021995500629
0.192,0.2290515529939161,2.75,2.5,7,voxelwise_rft,3.788021995500629
0.2106666666666666,0.2369119436439321,2.75,2.75,7,voxelwise_rft,3.788021995500629
0.196,0.2443445405059237,2.75,3.0,7,voxelwise_rft,3.788021995500629
0.1893333333333333,0.0001676785198034,3.0,0.0,7,voxelwise_rft,3.742313670870313
0.1986666666666666,0.0006082682856316,3.0,0.1,7,voxelwise_rft,3.742313670870313
0.2133333333333333,0.0093217692974848,3.0,0.25,7,voxelwise_rft,3.742313670870313
0.2266666666666666,0.063191673894189,3.0,0.5,7,voxelwise_rft,3.742313670870313
0.1626666666666666,0.1093425845620121,3.0,0.75,7,voxelwise_rft,3.742313670870313
0.1693333333333333,0.1415599884359641,3.0,1.0,7,voxelwise_rft,3.742313670870313
0.1853333333333333,0.1622006360219716,3.0,1.25,7,voxelwise_rft,3.742313670870313
0.1866666666666666,0.1794911824226655,3.0,1.5,7,voxelwise_rft,3.742313670870313
0.1626666666666666,0.1942098872506505,3.0,1.75,7,voxelwise_rft,3.742313670870313
0.2146666666666666,0.2065672159583694,3.0,2.0,7,voxelwise_rft,3.742313670870313
0.1946666666666666,0.2179577912691529,3.0,2.25,7,voxelwise_rft,3.742313670870313
0.1933333333333333,0.2267672737785487,3.0,2.5,7,voxelwise_rft,3.742313670870313
0.2386666666666666,0.23561144839549,3.0,2.75,7,voxelwise_rft,3.742313670870313
0.2026666666666666,0.2441688349233882,3.0,3.0,7,voxelwise_rft,3.742313670870313
0.012,1.1799410029498524e-05,0.0,0.0,10,voxelwise_rft,4.502623379305938
0.0213333333333333,0.0,0.0,0.1,10,voxelwise_rft,4.502623379305938
0.0213333333333333,1.1799410029498524e-05,0.0,0.25,10,voxelwise_rft,4.502623379305938
0.028,0.0002595870206489,0.0,0.5,10,voxelwise_rft,4.502623379305938
0.0253333333333333,0.0010501474926253,0.0,0.75,10,voxelwise_rft,4.502623379305938
0.0253333333333333,0.003480825958702,0.0,1.0,10,voxelwise_rft,4.502623379305938
0.02,0.0115162241887905,0.0,1.25,10,voxelwise_rft,4.502623379305938
0.0226666666666666,0.0288613569321533,0.0,1.5,10,voxelwise_rft,4.502623379305938
0.0213333333333333,0.0655693215339233,0.0,1.75,10,voxelwise_rft,4.502623379305938
0.0266666666666666,0.1266666666666666,0.0,2.0,10,voxelwise_rft,4.502623379305938
0.028,0.2161061946902654,0.0,2.25,10,voxelwise_rft,4.502623379305938
0.0186666666666666,0.331952802359882,0.0,2.5,10,voxelwise_rft,4.502623379305938
0.0266666666666666,0.4590206489675516,0.0,2.75,10,voxelwise_rft,4.502623379305938
0.0186666666666666,0.5898761061946902,0.0,3.0,10,voxelwise_rft,4.502623379305938
0.0173333333333333,0.0,0.1,0.0,10,voxelwise_rft,4.503141791507842
0.036,1.1799410029498524e-05,0.1,0.1,10,voxelwise_rft,4.503141791507842
0.024,4.71976401179941e-05,0.1,0.25,10,voxelwise_rft,4.503141791507842
0.024,0.0001533923303834,0.1,0.5,10,voxelwise_rft,4.503141791507842
0.0306666666666666,0.0008495575221238,0.1,0.75,10,voxelwise_rft,4.503141791507842
0.0253333333333333,0.00376401179941,0.1,1.0,10,voxelwise_rft,4.503141791507842
0.0346666666666666,0.0112330383480825,0.1,1.25,10,voxelwise_rft,4.503141791507842
0.0266666666666666,0.0293805309734513,0.1,1.5,10,voxelwise_rft,4.503141791507842
0.0293333333333333,0.0669262536873156,0.1,1.75,10,voxelwise_rft,4.503141791507842
0.0213333333333333,0.1245545722713864,0.1,2.0,10,voxelwise_rft,4.503141791507842
0.016,0.2169793510324483,0.1,2.25,10,voxelwise_rft,4.503141791507842
0.0266666666666666,0.3313510324483776,0.1,2.5,10,voxelwise_rft,4.503141791507842
0.0266666666666666,0.4585604719764011,0.1,2.75,10,voxelwise_rft,4.503141791507842
0.0213333333333333,0.5893805309734513,0.1,3.0,10,voxelwise_rft,4.503141791507842
0.0426666666666666,8.948545861297538e-06,0.25,0.0,10,voxelwise_rft,4.503541499391493
0.0253333333333333,8.948545861297538e-06,0.25,0.1,10,voxelwise_rft,4.503541499391493
0.0173333333333333,1.7897091722595077e-05,0.25,0.25,10,voxelwise_rft,4.503541499391493
0.0226666666666666,9.843400447427292e-05,0.25,0.5,10,voxelwise_rft,4.503541499391493
0.0293333333333333,0.0006263982102908,0.25,0.75,10,voxelwise_rft,4.503541499391493
0.028,0.0025950782997762,0.25,1.0,10,voxelwise_rft,4.503541499391493
0.0293333333333333,0.0085548098434004,0.25,1.25,10,voxelwise_rft,4.503541499391493
0.0333333333333333,0.0226040268456375,0.25,1.5,10,voxelwise_rft,4.503541499391493
0.0346666666666666,0.0502371364653243,0.25,1.75,10,voxelwise_rft,4.503541499391493
0.0333333333333333,0.0956778523489932,0.25,2.0,10,voxelwise_rft,4.503541499391493
0.028,0.1638389261744966,0.25,2.25,10,voxelwise_rft,4.503541499391493
0.0226666666666666,0.2483579418344519,0.25,2.5,10,voxelwise_rft,4.503541499391493
0.032,0.3484474272930649,0.25,2.75,10,voxelwise_rft,4.503541499391493
0.0266666666666666,0.4482595078299776,0.25,3.0,10,voxelwise_rft,4.503541499391493
0.028,6.259780907668232e-06,0.5,0.0,10,voxelwise_rft,4.483508419489315
0.0226666666666666,1.2519561815336464e-05,0.5,0.1,10,voxelwise_rft,4.483508419489315
0.0293333333333333,3.129890453834116e-05,0.5,0.25,10,voxelwise_rft,4.483508419489315
0.0373333333333333,0.0005133020344287,0.5,0.5,10,voxelwise_rft,4.483508419489315
0.0253333333333333,0.0037621283255086,0.5,0.75,10,voxelwise_rft,4.483508419489315
