FWER,sensitivity,sm_sigma,snr,n_subj,method,threshold_u,FWHM
0.0,0.0,0.0,0.0,2,normal,3.6,2.3782441908485654
0.0,0.0,0.0,0.0,5,normal,3.6,2.363772318384569
0.0,0.0,0.0,0.0,7,normal,3.6,2.3604541666775156
0.0,0.0,0.0,0.0,10,normal,3.6,2.3545075407368135
0.0,0.0,0.0,0.0,15,normal,3.6,2.3538337485137633
0.0,0.0,0.0,0.0,20,normal,3.6,2.356951052186251
0.0,0.0,0.0,0.0,30,normal,3.6,2.3587895919606727
0.0,0.0,0.0,0.0,45,normal,3.6,2.357777784414638
0.0,0.0,0.0,0.0,60,normal,3.6,2.356358687101066
0.0,0.0,0.0,0.1,2,normal,3.6,2.3782441908485654
0.0,0.0,0.0,0.1,5,normal,3.6,2.363772318384569
0.0,0.0,0.0,0.1,7,normal,3.6,2.3604541666775156
0.0,0.0,0.0,0.1,10,normal,3.6,2.3545075407368135
0.0,0.0,0.0,0.1,15,normal,3.6,2.3538337485137633
0.0,0.0,0.0,0.1,20,normal,3.6,2.356951052186251
0.0,0.0,0.0,0.1,30,normal,3.6,2.3587895919606727
0.0,0.0,0.0,0.1,45,normal,3.6,2.357777784414638
0.0,0.0,0.0,0.1,60,normal,3.6,2.356358687101066
0.0,0.0,0.0,0.25,2,normal,3.6,2.3782441908485654
0.0,0.0,0.0,0.25,5,normal,3.6,2.363772318384569
0.0,0.0,0.0,0.25,7,normal,3.6,2.3604541666775156
0.0,0.0,0.0,0.25,10,normal,3.6,2.3545075407368135
0.0,0.0,0.0,0.25,15,normal,3.6,2.3538337485137633
0.0,0.0,0.0,0.25,20,normal,3.6,2.356951052186251
0.0,3.5398230088495574e-05,0.0,0.25,30,normal,3.6,2.3587895919606727
0.0,0.0002359882005899705,0.0,0.25,45,normal,3.6,2.357777784414638
0.0,0.002135693215339233,0.0,0.25,60,normal,3.6,2.356358687101066
0.0,0.0,0.0,0.5,2,normal,3.6,2.3782441908485654
0.0,0.0,0.0,0.5,5,normal,3.6,2.363772318384569
0.0,0.0,0.0,0.5,7,normal,3.6,2.3604541666775156
0.0,0.0,0.0,0.5,10,normal,3.6,2.3545075407368135
0.0,0.0003775811209439528,0.0,0.5,15,normal,3.6,2.3538337485137633
0.0006666666666667043,0.0028023598820058997,0.0,0.5,20,normal,3.6,2.356951052186251
0.0020000000000000018,0.04191740412979351,0.0,0.5,30,normal,3.6,2.3587895919606727
0.004666666666666708,0.26065486725663717,0.0,0.5,45,normal,3.6,2.357777784414638
0.006000000000000005,0.5138525073746313,0.0,0.5,60,normal,3.6,2.356358687101066
0.0,0.0,0.0,0.75,2,normal,3.6,2.3782441908485654
0.0,0.0,0.0,0.75,5,normal,3.6,2.363772318384569
0.0,3.5398230088495574e-05,0.0,0.75,7,normal,3.6,2.3604541666775156
0.0,0.0008377581120943953,0.0,0.75,10,normal,3.6,2.3545075407368135
0.0006666666666667043,0.022578171091445425,0.0,0.75,15,normal,3.6,2.3538337485137633
0.004666666666666708,0.13618879056047198,0.0,0.75,20,normal,3.6,2.356951052186251
0.006000000000000005,0.5080176991150442,0.0,0.75,30,normal,3.6,2.3587895919606727
0.007333333333333303,0.8551799410029498,0.0,0.75,45,normal,3.6,2.357777784414638
0.011333333333333306,0.9700471976401178,0.0,0.75,60,normal,3.6,2.356358687101066
0.0,0.0,0.0,1.0,2,normal,3.6,2.3782441908485654
0.0,1.7699115044247787e-05,0.0,1.0,5,normal,3.6,2.363772318384569
0.0,0.0003244837758112094,0.0,1.0,7,normal,3.6,2.3604541666775156
0.0,0.012719764011799408,0.0,1.0,10,normal,3.6,2.3545075407368135
0.0040000000000000036,0.22091445427728612,0.0,1.0,15,normal,3.6,2.3538337485137633
0.008666666666666711,0.5372566371681415,0.0,1.0,20,normal,3.6,2.356951052186251
0.008000000000000007,0.8954631268436578,0.0,1.0,30,normal,3.6,2.3587895919606727
0.008666666666666711,0.9951445427728614,0.0,1.0,45,normal,3.6,2.357777784414638
0.011333333333333306,0.9999115044247787,0.0,1.0,60,normal,3.6,2.356358687101066
0.0,0.0,0.0,1.25,2,normal,3.6,2.3782441908485654
0.0,4.129793510324484e-05,0.0,1.25,5,normal,3.6,2.363772318384569
0.0,0.003026548672566372,0.0,1.25,7,normal,3.6,2.3604541666775156
0.0,0.09410029498525073,0.0,1.25,10,normal,3.6,2.3545075407368135
0.009333333333333305,0.550023598820059,0.0,1.25,15,normal,3.6,2.3538337485137633
0.010666666666666713,0.8466312684365782,0.0,1.25,20,normal,3.6,2.3569510521862505
0.008666666666666711,0.9928377581120943,0.0,1.25,30,normal,3.6,2.3587895919606723
0.008666666666666711,0.9999823008849558,0.0,1.25,45,normal,3.6,2.357777784414638
0.011333333333333306,1.0,0.0,1.25,60,normal,3.6,2.356358687101066
0.0,0.0,0.0,1.5,2,normal,3.6,2.3782441908485654
0.0,0.00017699115044247785,0.0,1.5,5,normal,3.6,2.363772318384569
0.0006666666666667043,0.016041297935103244,0.0,1.5,7,normal,3.6,2.3604541666775156
0.0033333333333332993,0.2871386430678466,0.0,1.5,10,normal,3.6,2.3545075407368135
0.011333333333333306,0.8044601769911504,0.0,1.5,15,normal,3.6,2.3538337485137633
0.01200000000000001,0.9731622418879056,0.0,1.5,20,normal,3.6,2.356951052186251
0.008666666666666711,0.999858407079646,0.0,1.5,30,normal,3.6,2.3587895919606727
0.008666666666666711,1.0,0.0,1.5,45,normal,3.6,2.357777784414638
0.011333333333333306,1.0,0.0,1.5,60,normal,3.6,2.356358687101066
0.0,0.0,0.0,1.75,2,normal,3.6,2.3782441908485654
