FWER,sensitivity,sm_sigma,snr,n_subj,method,threshold_u,FWHM
0.0,0.0,0.0,0.0,2,t-dist,2.0,2.360568296949189
0.0,0.0,0.0,0.0,5,t-dist,2.0,2.368687693840898
0.0,0.0,0.0,0.0,7,t-dist,2.0,2.368330114334072
0.0,0.0,0.0,0.0,10,t-dist,2.0,2.3678667658797274
0.0,0.0,0.0,0.0,15,t-dist,2.0,2.359913465347505
0.0,0.0,0.0,0.0,20,t-dist,2.0,2.3558294466096994
0.0,0.0,0.0,0.0,30,t-dist,2.0,2.35512836255783
0.0,0.0,0.0,0.0,45,t-dist,2.0,2.3608835128902412
0.0,0.0,0.0,0.0,60,t-dist,2.0,2.3619237856196373
0.0,0.0,0.0,0.1,2,t-dist,2.0,2.360568296949189
0.0,0.0,0.0,0.1,5,t-dist,2.0,2.368687693840898
0.0,0.0,0.0,0.1,7,t-dist,2.0,2.368330114334072
0.0,0.0,0.0,0.1,10,t-dist,2.0,2.3678667658797274
0.0,0.0,0.0,0.1,15,t-dist,2.0,2.359913465347505
0.0,0.0,0.0,0.1,20,t-dist,2.0,2.3558294466096994
0.0,0.0,0.0,0.1,30,t-dist,2.0,2.35512836255783
0.0,0.0,0.0,0.1,45,t-dist,2.0,2.3608835128902412
0.0,0.0,0.0,0.1,60,t-dist,2.0,2.3619237856196373
0.0,0.0,0.0,0.25,2,t-dist,2.0,2.360568296949189
0.0,0.0,0.0,0.25,5,t-dist,2.0,2.368687693840898
0.0,0.0,0.0,0.25,7,t-dist,2.0,2.368330114334072
0.0,0.0,0.0,0.25,10,t-dist,2.0,2.3678667658797274
0.0,0.0,0.0,0.25,15,t-dist,2.0,2.359913465347505
0.0,0.0,0.0,0.25,20,t-dist,2.0,2.3558294466096994
0.0,0.00011799410029498524,0.0,0.25,30,t-dist,2.0,2.35512836255783
0.0,0.0006784660766961652,0.0,0.25,45,t-dist,2.0,2.3608835128902412
0.0040000000000000036,0.007663716814159291,0.0,0.25,60,t-dist,2.0,2.3619237856196373
0.0,0.0,0.0,0.5,2,t-dist,2.0,2.360568296949189
0.0,0.0,0.0,0.5,5,t-dist,2.0,2.368687693840898
0.0,0.0,0.0,0.5,7,t-dist,2.0,2.368330114334072
0.0006666666666667043,0.000224188790560472,0.0,0.5,10,t-dist,2.0,2.3678667658797274
0.018000000000000016,0.017233038348082597,0.0,0.5,15,t-dist,2.0,2.359913465347505
0.07133333333333336,0.07178761061946903,0.0,0.5,20,t-dist,2.0,2.3558294466096994
0.30133333333333334,0.27974041297935104,0.0,0.5,30,t-dist,2.0,2.35512836255783
0.5453333333333333,0.5221002949852508,0.0,0.5,45,t-dist,2.0,2.3608835128902412
0.636,0.6478702064896755,0.0,0.5,60,t-dist,2.0,2.3619237856196373
0.0,0.0,0.0,0.75,2,t-dist,2.0,2.360568296949189
0.0006666666666667043,0.0003244837758112094,0.0,0.75,5,t-dist,2.0,2.368687693840898
0.010666666666666713,0.015197640117994102,0.0,0.75,7,t-dist,2.0,2.368330114334072
0.1253333333333333,0.12546312684365782,0.0,0.75,10,t-dist,2.0,2.3678667658797274
0.3933333333333333,0.38325663716814157,0.0,0.75,15,t-dist,2.0,2.359913465347505
0.5393333333333333,0.5407315634218289,0.0,0.75,20,t-dist,2.0,2.3558294466096994
0.6173333333333333,0.7077286135693215,0.0,0.75,30,t-dist,2.0,2.35512836255783
0.6733333333333333,0.8396755162241887,0.0,0.75,45,t-dist,2.0,2.3608835128902412
0.7,0.910283185840708,0.0,0.75,60,t-dist,2.0,2.3619237856196373
0.0,0.0,0.0,1.0,2,t-dist,2.0,2.360568296949189
0.024666666666666615,0.02614749262536873,0.0,1.0,5,t-dist,2.0,2.368687693840898
