fwer,sensitivity,sm_sigma,snr,n,method
0.22266666666666668,0.0003563344286235853,2.5,0.0,2,voxelwise_rft
0.16533333333333333,0.0010193501277838627,2.5,0.1,2,voxelwise_rft
0.19066666666666668,0.0012690763052208833,2.5,0.25,2,voxelwise_rft
0.188,0.0005680905439941585,2.5,0.5,2,voxelwise_rft
0.18666666666666668,0.0003972252646951442,2.5,0.75,2,voxelwise_rft
0.18133333333333335,0.0006790799561883898,2.5,1.0,2,voxelwise_rft
0.21733333333333332,0.001307046367287331,2.5,1.25,2,voxelwise_rft
0.212,0.001099671412924425,2.5,1.5,2,voxelwise_rft
0.18933333333333333,0.0017276378240233662,2.5,1.75,2,voxelwise_rft
0.2,0.0013829864914202265,2.5,2.0,2,voxelwise_rft
0.21733333333333332,0.0021409273457466227,2.5,2.25,2,voxelwise_rft
0.2,0.001330412559328222,2.5,2.5,2,voxelwise_rft
0.18933333333333333,0.0024257028112449797,2.5,2.75,2,voxelwise_rft
0.23466666666666666,0.0024855786783497627,2.5,3.0,2,voxelwise_rft
0.13466666666666666,6.571741511500547e-05,2.5,0.0,5,voxelwise_rft
0.14933333333333335,0.0001153705732018985,2.5,0.1,5,voxelwise_rft
0.172,0.0007185104052573932,2.5,0.25,5,voxelwise_rft
0.16666666666666666,0.006053304125593282,2.5,0.5,5,voxelwise_rft
0.14933333333333335,0.020480467323840817,2.5,0.75,5,voxelwise_rft
0.12933333333333333,0.04287258123402701,2.5,1.0,5,voxelwise_rft
0.14133333333333334,0.06866155531215772,2.5,1.25,5,voxelwise_rft
0.14666666666666667,0.09099233296823657,2.5,1.5,5,voxelwise_rft
0.14266666666666666,0.11064330047462578,2.5,1.75,5,voxelwise_rft
0.172,0.1284410368747718,2.5,2.0,5,voxelwise_rft
0.14266666666666666,0.14041036874771815,2.5,2.25,5,voxelwise_rft
0.14266666666666666,0.15325301204819278,2.5,2.5,5,voxelwise_rft
0.14,0.1634830230010953,2.5,2.75,5,voxelwise_rft
0.128,0.17099963490324938,2.5,3.0,5,voxelwise_rft
0.108,4.965315808689302e-05,2.5,0.0,7,voxelwise_rft
0.11733333333333333,0.0001737860533041256,2.5,0.1,7,voxelwise_rft
0.11733333333333333,0.0035326761591821833,2.5,0.25,7,voxelwise_rft
0.132,0.04179773640014604,2.5,0.5,7,voxelwise_rft
0.10133333333333333,0.0937203358890106,2.5,0.75,7,voxelwise_rft
0.11733333333333333,0.13006352683461117,2.5,1.0,7,voxelwise_rft
0.10666666666666667,0.1551938663745893,2.5,1.25,7,voxelwise_rft
0.12,0.1741774370208105,2.5,1.5,7,voxelwise_rft
0.09333333333333334,0.1903366192040891,2.5,1.75,7,voxelwise_rft
0.128,0.20229718875502006,2.5,2.0,7,voxelwise_rft
0.116,0.2144271631982475,2.5,2.25,7,voxelwise_rft
0.10266666666666667,0.22407740051113548,2.5,2.5,7,voxelwise_rft
0.08533333333333333,0.2332165023731289,2.5,2.75,7,voxelwise_rft
0.11466666666666667,0.2405447243519533,2.5,3.0,7,voxelwise_rft
0.08133333333333333,6.42570281124498e-05,2.5,0.0,10,voxelwise_rft
0.092,0.0005739320920043811,2.5,0.1,10,voxelwise_rft
0.072,0.02110113179992698,2.5,0.25,10,voxelwise_rft
0.084,0.10714567360350492,2.5,0.5,10,voxelwise_rft
0.08,0.1541277838627236,2.5,0.75,10,voxelwise_rft
0.07466666666666667,0.18382329317269075,2.5,1.0,10,voxelwise_rft
0.076,0.20632347572106607,2.5,1.25,10,voxelwise_rft
0.06666666666666667,0.2230814165753925,2.5,1.5,10,voxelwise_rft
0.07066666666666667,0.23757137641474993,2.5,1.75,10,voxelwise_rft
0.07466666666666667,0.2498488499452355,2.5,2.0,10,voxelwise_rft
0.076,0.2601723256663016,2.5,2.25,10,voxelwise_rft
0.076,0.2699262504563709,2.5,2.5,10,voxelwise_rft
0.08133333333333333,0.2779963490324936,2.5,2.75,10,voxelwise_rft
0.09333333333333334,0.2846513326031398,2.5,3.0,10,voxelwise_rft
0.07066666666666667,9.492515516611901e-05,2.5,0.0,15,voxelwise_rft
0.064,0.0022855056589996346,2.5,0.1,15,voxelwise_rft
0.088,0.0687112084702446,2.5,0.25,15,voxelwise_rft
0.056,0.1543483023001095,2.5,0.5,15,voxelwise_rft
0.052,0.1962380430814166,2.5,0.75,15,voxelwise_rft
0.056,0.22413143483023001,2.5,1.0,15,voxelwise_rft
0.058666666666666666,0.2442395034684191,2.5,1.25,15,voxelwise_rft
0.06266666666666666,0.26050237312887914,2.5,1.5,15,voxelwise_rft
0.06,0.2742489959839357,2.5,1.75,15,voxelwise_rft
0.05466666666666667,0.28562395034684196,2.5,2.0,15,voxelwise_rft
0.052,0.2959488864549105,2.5,2.25,15,voxelwise_rft
0.048,0.30521358159912376,2.5,2.5,15,voxelwise_rft
0.06266666666666666,0.31325447243519533,2.5,2.75,15,voxelwise_rft
0.056,0.3205710113179993,2.5,3.0,15,voxelwise_rft
0.04933333333333333,6.863818912011683e-05,2.5,0.0,20,voxelwise_rft
0.052,0.006314713399050748,2.5,0.1,20,voxelwise_rft
0.04666666666666667,0.10108652792990142,2.5,0.25,20,voxelwise_rft
0.050666666666666665,0.17943336984300842,2.5,0.5,20,voxelwise_rft
0.068,0.21886235852500915,2.5,0.75,20,voxelwise_rft
0.04666666666666667,0.2452880613362541,2.5,1.0,20,voxelwise_rft
0.052,0.265087988316904,2.5,1.25,20,voxelwise_rft
0.06,0.28035633442862357,2.5,1.5,20,voxelwise_rft
0.058666666666666666,0.29422124863088717,2.5,1.75,20,voxelwise_rft
0.04133333333333333,0.30589558232931724,2.5,2.0,20,voxelwise_rft
0.050666666666666665,0.3166542533771449,2.5,2.25,20,voxelwise_rft
0.048,0.3243169039795546,2.5,2.5,20,voxelwise_rft
0.05333333333333334,0.3318495801387368,2.5,2.75,20,voxelwise_rft
0.04533333333333334,0.3387309236947791,2.5,3.0,20,voxelwise_rft
0.037333333333333336,4.089083607155896e-05,2.5,0.0,30,voxelwise_rft
0.05333333333333334,0.020221978824388462,2.5,0.1,30,voxelwise_rft
0.056,0.1356670317634173,2.5,0.25,30,voxelwise_rft
0.04533333333333334,0.2076159182183279,2.5,0.5,30,voxelwise_rft
0.04,0.24511281489594744,2.5,0.75,30,voxelwise_rft
0.034666666666666665,0.27011902154070827,2.5,1.0,30,voxelwise_rft
0.05333333333333334,0.29051916757940854,2.5,1.25,30,voxelwise_rft
0.04,0.3067104782767433,2.5,1.5,30,voxelwise_rft
0.05466666666666667,0.3196173786053304,2.5,1.75,30,voxelwise_rft
0.044,0.3296502373128879,2.5,2.0,30,voxelwise_rft
0.037333333333333336,0.3388755020080321,2.5,2.25,30,voxelwise_rft
0.04533333333333334,0.347447973713034,2.5,2.5,30,voxelwise_rft
0.04666666666666667,0.35604819277108435,2.5,2.75,30,voxelwise_rft
0.06133333333333333,0.3632128514056225,2.5,3.0,30,voxelwise_rft
0.056,3.5049288061336255e-05,2.5,0.0,45,voxelwise_rft
0.05466666666666667,0.049085067542898875,2.5,0.1,45,voxelwise_rft
0.036,0.16302884264330048,2.5,0.25,45,voxelwise_rft
0.044,0.23123621759766338,2.5,0.5,45,voxelwise_rft
0.032,0.2676874771814531,2.5,0.75,45,voxelwise_rft
0.048,0.292772544724352,2.5,1.0,45,voxelwise_rft
0.050666666666666665,0.3127506389193136,2.5,1.25,45,voxelwise_rft
0.036,0.3274581964220518,2.5,1.5,45,voxelwise_rft
0.03866666666666667,0.33896020445418035,2.5,1.75,45,voxelwise_rft
0.056,0.3495669952537422,2.5,2.0,45,voxelwise_rft
0.037333333333333336,0.35976925885359623,2.5,2.25,45,voxelwise_rft
0.04666666666666667,0.36918291347207016,2.5,2.5,45,voxelwise_rft
0.036,0.37684410368747717,2.5,2.75,45,voxelwise_rft
0.032,0.38354728002920774,2.5,3.0,45,voxelwise_rft
0.02666666666666667,3.797006206644761e-05,2.5,0.0,60,voxelwise_rft
0.050666666666666665,0.07452354874041621,2.5,0.1,60,voxelwise_rft
0.04533333333333334,0.1806221248630887,2.5,0.25,60,voxelwise_rft
0.034666666666666665,0.24718510405257393,2.5,0.5,60,voxelwise_rft
0.044,0.28214092734574664,2.5,0.75,60,voxelwise_rft
0.032,0.30763636363636365,2.5,1.0,60,voxelwise_rft
0.04933333333333333,0.3261336254107339,2.5,1.25,60,voxelwise_rft
0.032,0.33986418400876234,2.5,1.5,60,voxelwise_rft
0.04533333333333334,0.3533026652062797,2.5,1.75,60,voxelwise_rft
0.04533333333333334,0.36444103687477186,2.5,2.0,60,voxelwise_rft
0.025333333333333333,0.37473092369477917,2.5,2.25,60,voxelwise_rft
0.04666666666666667,0.3830156991602774,2.5,2.5,60,voxelwise_rft
0.037333333333333336,0.3900036509675064,2.5,2.75,60,voxelwise_rft
0.04666666666666667,0.3960160642570281,2.5,3.0,60,voxelwise_rft
