FWER,sensitivity,sm_sigma,snr,n_subj,method,threshold_u,FWHM
0.0,0.0,0.0,0.0,2,Clusterwise RFT,2.0,2.369417582117997
0.0,0.0,0.0,0.0,5,Clusterwise RFT,2.0,2.357427389412997
0.0,0.0,0.0,0.0,7,Clusterwise RFT,2.0,2.3546593673936163
0.0,0.0,0.0,0.0,10,Clusterwise RFT,2.0,2.3619304203354896
0.0,0.0,0.0,0.0,15,Clusterwise RFT,2.0,2.358327700187912
0.0,0.0,0.0,0.0,20,Clusterwise RFT,2.0,2.3620445312620686
0.0,0.0,0.0,0.0,30,Clusterwise RFT,2.0,2.355202809628636
0.0,0.0,0.0,0.0,45,Clusterwise RFT,2.0,2.354798735170765
0.0,0.0,0.0,0.0,60,Clusterwise RFT,2.0,2.3546709156243564
0.0,0.0,0.0,0.1,2,Clusterwise RFT,2.0,2.3607680428552493
0.0,0.0,0.0,0.1,5,Clusterwise RFT,2.0,2.3521314072295807
0.0,0.0,0.0,0.1,7,Clusterwise RFT,2.0,2.3583505106601805
0.0,0.0,0.0,0.1,10,Clusterwise RFT,2.0,2.3567262625123893
0.0,0.0,0.0,0.1,15,Clusterwise RFT,2.0,2.3504718011773584
0.0,0.0,0.0,0.1,20,Clusterwise RFT,2.0,2.3506393252225766
0.0,0.0,0.0,0.1,30,Clusterwise RFT,2.0,2.3501519646507587
0.0,0.0,0.0,0.1,45,Clusterwise RFT,2.0,2.3512723844163386
0.0,0.0,0.0,0.1,60,Clusterwise RFT,2.0,2.3529320698901377
0.0,0.0,0.0,0.25,2,Clusterwise RFT,2.0,2.34229238965998
0.0,0.0,0.0,0.25,5,Clusterwise RFT,2.0,2.3592980220739985
0.0,0.0,0.0,0.25,7,Clusterwise RFT,2.0,2.347679153703315
0.0,0.0,0.0,0.25,10,Clusterwise RFT,2.0,2.3535866889642576
0.0,0.0,0.0,0.25,15,Clusterwise RFT,2.0,2.3539056914363123
0.0006666666666667043,0.00046017699115044245,0.0,0.25,20,Clusterwise RFT,2.0,2.355913824315347
0.016000000000000014,0.015964601769911504,0.0,0.25,30,Clusterwise RFT,2.0,2.354196800211166
0.19666666666666666,0.15926843657817108,0.0,0.25,45,Clusterwise RFT,2.0,2.352702986313005
0.44399999999999995,0.3781002949852508,0.0,0.25,60,Clusterwise RFT,2.0,2.3529237050978256
0.0,0.0,0.0,0.5,2,Clusterwise RFT,2.0,2.368048924425122
0.0,0.0,0.0,0.5,5,Clusterwise RFT,2.0,2.350426917807625
0.0,0.000831858407079646,0.0,0.5,7,Clusterwise RFT,2.0,2.349626418197039
