FWER,sensitivity,sm_sigma,snr,n_subj,method,threshold_u,FWHM
0.018000000000000016,1.1799410029498525e-05,0.0,0.0,2,Clusterwise RFT,4.4,2.369417582117997
0.026000000000000023,0.0,0.0,0.0,5,Clusterwise RFT,4.4,2.357427389412997
0.021333333333333315,5.899705014749263e-06,0.0,0.0,7,Clusterwise RFT,4.4,2.3546593673936163
0.023333333333333317,1.7699115044247787e-05,0.0,0.0,10,Clusterwise RFT,4.4,2.3619304203354896
0.022666666666666613,1.7699115044247787e-05,0.0,0.0,15,Clusterwise RFT,4.4,2.358327700187912
0.022666666666666613,5.899705014749263e-06,0.0,0.0,20,Clusterwise RFT,4.4,2.3620445312620686
0.022666666666666613,1.7699115044247787e-05,0.0,0.0,30,Clusterwise RFT,4.4,2.355202809628636
0.01666666666666672,0.0,0.0,0.0,45,Clusterwise RFT,4.4,2.354798735170765
0.026666666666666616,5.899705014749263e-06,0.0,0.0,60,Clusterwise RFT,4.4,2.3546709156243564
0.01733333333333331,1.7699115044247787e-05,0.0,0.1,2,Clusterwise RFT,4.4,2.3607680428552493
0.02200000000000002,5.899705014749263e-06,0.0,0.1,5,Clusterwise RFT,4.4,2.3521314072295807
0.018000000000000016,5.899705014749263e-06,0.0,0.1,7,Clusterwise RFT,4.4,2.3583505106601805
0.02400000000000002,1.7699115044247787e-05,0.0,0.1,10,Clusterwise RFT,4.4,2.3567262625123893
0.019333333333333313,1.7699115044247787e-05,0.0,0.1,15,Clusterwise RFT,4.4,2.3504718011773584
0.020000000000000018,5.899705014749263e-06,0.0,0.1,20,Clusterwise RFT,4.4,2.3506393252225766
0.021333333333333315,4.71976401179941e-05,0.0,0.1,30,Clusterwise RFT,4.4,2.3501519646507587
0.016000000000000014,0.00011209439528023598,0.0,0.1,45,Clusterwise RFT,4.4,2.3512723844163386
0.020666666666666722,9.43952802359882e-05,0.0,0.1,60,Clusterwise RFT,4.4,2.3529320698901377
0.019333333333333313,1.1799410029498525e-05,0.0,0.25,2,Clusterwise RFT,4.4,2.34229238965998
0.022666666666666613,1.1799410029498525e-05,0.0,0.25,5,Clusterwise RFT,4.4,2.3592980220739985
0.021333333333333315,1.1799410029498525e-05,0.0,0.25,7,Clusterwise RFT,4.4,2.347679153703315
0.023333333333333317,7.079646017699115e-05,0.0,0.25,10,Clusterwise RFT,4.4,2.3535866889642576
0.021333333333333315,0.00011209439528023598,0.0,0.25,15,Clusterwise RFT,4.4,2.3539056914363123
0.026000000000000023,0.00022418879056047196,0.0,0.25,20,Clusterwise RFT,4.4,2.355913824315347
0.01733333333333331,0.0006548672566371682,0.0,0.25,30,Clusterwise RFT,4.4,2.354196800211166
0.026000000000000023,0.0018171091445427726,0.0,0.25,45,Clusterwise RFT,4.4,2.352702986313005
0.021333333333333315,0.004584070796460177,0.0,0.25,60,Clusterwise RFT,4.4,2.3529237050978256
0.01666666666666672,2.359882005899705e-05,0.0,0.5,2,Clusterwise RFT,4.4,2.368048924425122
0.02400000000000002,5.899705014749262e-05,0.0,0.5,5,Clusterwise RFT,4.4,2.350426917807625
0.01666666666666672,0.00011799410029498524,0.0,0.5,7,Clusterwise RFT,4.4,2.349626418197039
0.022666666666666613,0.0002949852507374631,0.0,0.5,10,Clusterwise RFT,4.4,2.358137567718862
0.01533333333333331,0.001103244837758112,0.0,0.5,15,Clusterwise RFT,4.4,2.3584285524762225
0.026000000000000023,0.003657817109144543,0.0,0.5,20,Clusterwise RFT,4.4,2.3571130042557935
0.01733333333333331,0.018737463126843656,0.0,0.5,30,Clusterwise RFT,4.4,2.350594952223789
0.01866666666666672,0.08132153392330384,0.0,0.5,45,Clusterwise RFT,4.4,2.358830908599428
0.020000000000000018,0.20102064896755162,0.0,0.5,60,Clusterwise RFT,4.4,2.3531993852413295
0.020000000000000018,2.949852507374631e-05,0.0,0.75,2,Clusterwise RFT,4.4,2.3551214506486575
0.022666666666666613,8.259587020648968e-05,0.0,0.75,5,Clusterwise RFT,4.4,2.359901939811264
0.020000000000000018,0.00032448377581120947,0.0,0.75,7,Clusterwise RFT,4.4,2.356238096556357
0.018000000000000016,0.0014926253687315635,0.0,0.75,10,Clusterwise RFT,4.4,2.3519996878853466
0.023333333333333317,0.009734513274336283,0.0,0.75,15,Clusterwise RFT,4.4,2.3501330146179664
0.022666666666666613,0.03453097345132743,0.0,0.75,20,Clusterwise RFT,4.4,2.3559881166983323
0.02733333333333332,0.17202949852507377,0.0,0.75,30,Clusterwise RFT,4.4,2.3570159704432196
0.02400000000000002,0.5336401179941003,0.0,0.75,45,Clusterwise RFT,4.4,2.352901254582416
0.021333333333333315,0.8238466076696166,0.0,0.75,60,Clusterwise RFT,4.4,2.3549074107355636
0.019333333333333313,1.1799410029498525e-05,0.0,1.0,2,Clusterwise RFT,4.4,2.359542009320545
0.018000000000000016,0.0002831858407079646,0.0,1.0,5,Clusterwise RFT,4.4,2.3480927548289774
0.022666666666666613,0.0007020648967551623,0.0,1.0,7,Clusterwise RFT,4.4,2.368638985170582
