FWER,sensitivity,sm_sigma,snr,n_subj,method,threshold_u,FWHM
0.0,0.0,0.0,0.0,2,Clusterwise RFT,3.0,2.367668875320453
0.0,0.0,0.0,0.0,5,Clusterwise RFT,3.0,2.364643980292784
0.0,0.0,0.0,0.0,7,Clusterwise RFT,3.0,2.4029339445935394
0.0,0.0,0.0,0.0,10,Clusterwise RFT,3.0,2.3469340139138755
0.0,0.0,0.0,0.0,15,Clusterwise RFT,3.0,2.3557330252300597
0.0,0.0,0.0,0.0,20,Clusterwise RFT,3.0,2.354136741502407
0.0,0.0,0.0,0.0,30,Clusterwise RFT,3.0,2.3605111560273144
0.0,0.0,0.0,0.0,45,Clusterwise RFT,3.0,2.7087554223259653
0.0,0.0,0.0,0.0,60,Clusterwise RFT,3.0,2.359812011477377
0.0,0.0,0.0,0.1,2,Clusterwise RFT,3.0,2.3362287077234702
0.0,0.0,0.0,0.1,5,Clusterwise RFT,3.0,2.3571001991841043
0.0,0.0,0.0,0.1,7,Clusterwise RFT,3.0,2.3318970162067125
0.0,0.0,0.0,0.1,10,Clusterwise RFT,3.0,2.3458265797451667
0.0,0.0,0.0,0.1,15,Clusterwise RFT,3.0,2.3675516080284877
0.0,0.0,0.0,0.1,20,Clusterwise RFT,3.0,2.3474790464936284
0.0,0.0,0.0,0.1,30,Clusterwise RFT,3.0,2.354079518560556
0.0,0.0,0.0,0.1,45,Clusterwise RFT,3.0,2.3518994496461403
0.0,0.0,0.0,0.1,60,Clusterwise RFT,3.0,2.3386163673289166
0.0,0.0,0.0,0.25,2,Clusterwise RFT,3.0,2.3869307002778157
0.0,0.0,0.0,0.25,5,Clusterwise RFT,3.0,2.3583806929862297
0.0,0.0,0.0,0.25,7,Clusterwise RFT,3.0,2.369458128427622
0.0,0.0,0.0,0.25,10,Clusterwise RFT,3.0,2.3590214196046517
0.0,0.0,0.0,0.25,15,Clusterwise RFT,3.0,2.3559309733907843
0.0,0.0,0.0,0.25,20,Clusterwise RFT,3.0,2.3508170977420333
0.0,0.0,0.0,0.25,30,Clusterwise RFT,3.0,2.3546474270638353
0.0,0.0,0.0,0.25,45,Clusterwise RFT,3.0,2.349911752928843
0.0,0.0,0.0,0.25,60,Clusterwise RFT,3.0,2.353028006874201
0.0,0.0,0.0,0.5,2,Clusterwise RFT,3.0,2.367312940398001
0.0,0.0,0.0,0.5,5,Clusterwise RFT,3.0,2.349332615461368
0.0,0.0,0.0,0.5,7,Clusterwise RFT,3.0,2.3318332036261094
0.0,0.0,0.0,0.5,10,Clusterwise RFT,3.0,2.3616516189931187
0.0,0.0,0.0,0.5,15,Clusterwise RFT,3.0,2.3337089340979658
0.0,0.0001887905604719764,0.0,0.5,20,Clusterwise RFT,3.0,2.35462652778716
0.0006666666666667043,0.003982300884955752,0.0,0.5,30,Clusterwise RFT,3.0,2.3543987138051627
0.0033333333333332993,0.050023598820058995,0.0,0.5,45,Clusterwise RFT,3.0,2.356004268675932
0.009333333333333305,0.1691504424778761,0.0,0.5,60,Clusterwise RFT,3.0,2.354247078063216
0.0,0.0,0.0,0.75,2,Clusterwise RFT,3.0,2.321078405676395
0.0,0.0,0.0,0.75,5,Clusterwise RFT,3.0,2.3477274245900324
0.0,0.0,0.0,0.75,7,Clusterwise RFT,3.0,2.354505365650038
0.0,0.00030088495575221236,0.0,0.75,10,Clusterwise RFT,3.0,2.383401257941697
0.0,0.007244837758112094,0.0,0.75,15,Clusterwise RFT,3.0,2.360142864957373
0.006000000000000005,0.050153392330383476,0.0,0.75,20,Clusterwise RFT,3.0,2.3465270536412963
0.012666666666666715,0.2486312684365782,0.0,0.75,30,Clusterwise RFT,3.0,2.3510225596603185
0.02733333333333332,0.5180884955752213,0.0,0.75,45,Clusterwise RFT,3.0,2.3564241387483738
0.028000000000000025,0.683905604719764,0.0,0.75,60,Clusterwise RFT,3.0,2.349950159322905
0.0,0.0,0.0,1.0,2,Clusterwise RFT,3.0,2.3318065304951237
0.0,0.0,0.0,1.0,5,Clusterwise RFT,3.0,2.3448039971596657
0.0,0.00011209439528023598,0.0,1.0,7,Clusterwise RFT,3.0,2.414345663868383
0.0,0.00935693215339233,0.0,1.0,10,Clusterwise RFT,3.0,2.358781063258642
0.009333333333333305,0.14159882005899704,0.0,1.0,15,Clusterwise RFT,3.0,2.3490316796164126
0.018000000000000016,0.34044837758112095,0.0,1.0,20,Clusterwise RFT,3.0,2.3441833781998236
0.031333333333333324,0.6105250737463127,0.0,1.0,30,Clusterwise RFT,3.0,2.3538831379121827
0.04400000000000004,0.8096873156342183,0.0,1.0,45,Clusterwise RFT,3.0,2.3729106857175672
0.048666666666666636,0.9019882005899705,0.0,1.0,60,Clusterwise RFT,3.0,2.358432995582192
0.0,0.0,0.0,1.25,2,Clusterwise RFT,3.0,2.3575022118230016
0.0,8.259587020648968e-05,0.0,1.25,5,Clusterwise RFT,3.0,2.3456664489487573
0.0,0.004884955752212389,0.0,1.25,7,Clusterwise RFT,3.0,2.3490754226648414
0.004666666666666708,0.10290265486725665,0.0,1.25,10,Clusterwise RFT,3.0,2.344966046558754
0.020666666666666722,0.41389380530973446,0.0,1.25,15,Clusterwise RFT,3.0,2.3616278292639072
0.028666666666666618,0.6094690265486725,0.0,1.25,20,Clusterwise RFT,3.0,2.3522820525571273
0.033333333333333326,0.809085545722714,0.0,1.25,30,Clusterwise RFT,3.0,2.355518398738788
0.04266666666666663,0.9272507374631268,0.0,1.25,45,Clusterwise RFT,3.0,2.350518635389442
0.046666666666666634,0.9679823008849557,0.0,1.25,60,Clusterwise RFT,3.0,2.352313748436398
0.0,0.0,0.0,1.5,2,Clusterwise RFT,3.0,2.345219341082286
0.0,0.0003775811209439528,0.0,1.5,5,Clusterwise RFT,3.0,2.3864384098937372
0.0033333333333332993,0.041893805309734515,0.0,1.5,7,Clusterwise RFT,3.0,2.3514003904894176
0.008000000000000007,0.2997758112094396,0.0,1.5,10,Clusterwise RFT,3.0,2.3534311198894318
0.03600000000000003,0.6146371681415929,0.0,1.5,15,Clusterwise RFT,3.0,2.3516911854847717
0.02200000000000002,0.7725368731563421,0.0,1.5,20,Clusterwise RFT,3.0,2.3567266084037923
0.04200000000000004,0.9091799410029499,0.0,1.5,30,Clusterwise RFT,3.0,2.363880384313776
0.06066666666666665,0.96905604719764,0.0,1.5,45,Clusterwise RFT,3.0,2.363424580893085
0.04600000000000004,0.9857699115044246,0.0,1.5,60,Clusterwise RFT,3.0,2.370732548314737
0.0,0.0,0.0,1.75,2,Clusterwise RFT,3.0,2.360077888903085
0.0,0.004495575221238938,0.0,1.75,5,Clusterwise RFT,3.0,2.3530036627841358
