FWER,sensitivity,sm_sigma,snr,n_subj,method,threshold_u,FWHM
0.0,0.0,0.0,0.0,2,Clusterwise RFT,2.8,2.336099428123344
0.0,0.0,0.0,0.0,5,Clusterwise RFT,2.8,2.3494741635623657
0.0,0.0,0.0,0.0,7,Clusterwise RFT,2.8,2.3536219694101614
0.0,0.0,0.0,0.0,10,Clusterwise RFT,2.8,2.356392091126839
0.0,0.0,0.0,0.0,15,Clusterwise RFT,2.8,2.3471846612115486
0.0,0.0,0.0,0.0,20,Clusterwise RFT,2.8,2.3615540366988967
0.0,0.0,0.0,0.0,30,Clusterwise RFT,2.8,2.354199632254916
0.0,0.0,0.0,0.0,45,Clusterwise RFT,2.8,2.35797302723762
0.0,0.0,0.0,0.0,60,Clusterwise RFT,2.8,2.35750368396544
0.0,0.0,0.0,0.1,2,Clusterwise RFT,2.8,2.3575218590815648
0.0,0.0,0.0,0.1,5,Clusterwise RFT,2.8,2.3485427145743185
0.0,0.0,0.0,0.1,7,Clusterwise RFT,2.8,2.346309590202888
0.0,0.0,0.0,0.1,10,Clusterwise RFT,2.8,2.352809272724269
0.0,0.0,0.0,0.1,15,Clusterwise RFT,2.8,2.354902489093857
0.0,0.0,0.0,0.1,20,Clusterwise RFT,2.8,2.3473746576578196
0.0,0.0,0.0,0.1,30,Clusterwise RFT,2.8,2.353570466415964
0.0,0.0,0.0,0.1,45,Clusterwise RFT,2.8,2.355012064950115
0.0,0.0,0.0,0.1,60,Clusterwise RFT,2.8,2.353668740939485
0.0,0.0,0.0,0.25,2,Clusterwise RFT,2.8,2.3330473682788404
0.0,0.0,0.0,0.25,5,Clusterwise RFT,2.8,2.3456074231397914
0.0,0.0,0.0,0.25,7,Clusterwise RFT,2.8,2.334363980353301
0.0,0.0,0.0,0.25,10,Clusterwise RFT,2.8,2.3570016299031638
0.0,0.0,0.0,0.25,15,Clusterwise RFT,2.8,2.350085243724916
0.0,0.0,0.0,0.25,20,Clusterwise RFT,2.8,2.351698925437371
0.0,0.0,0.0,0.25,30,Clusterwise RFT,2.8,2.3568571335488437
0.0,0.0,0.0,0.25,45,Clusterwise RFT,2.8,2.359986541266088
0.0,0.0,0.0,0.25,60,Clusterwise RFT,2.8,2.3534702547087156
0.0,0.0,0.0,0.5,2,Clusterwise RFT,2.8,2.3716183103317507
0.0,0.0,0.0,0.5,5,Clusterwise RFT,2.8,2.3632661044420247
